sample,experiment,wn,int
200 mA,exp4,3176.84375,3549.983887
200 mA,exp4,3176.06543,3506.843506
200 mA,exp4,3175.286133,3575.84375
200 mA,exp4,3174.507812,3502.417236
200 mA,exp4,3173.728516,3571.390625
200 mA,exp4,3172.949219,3594.907715
200 mA,exp4,3172.169922,3585.10791
200 mA,exp4,3171.390625,3587.421143
200 mA,exp4,3170.610352,3647.241455
200 mA,exp4,3169.831055,3561.782471
200 mA,exp4,3169.050781,3491.485107
200 mA,exp4,3168.270508,3490.789551
200 mA,exp4,3167.490234,3459.850342
200 mA,exp4,3166.709961,3425.899658
200 mA,exp4,3165.928711,3446.378906
200 mA,exp4,3165.148438,3412.443848
200 mA,exp4,3164.367188,3448.026855
200 mA,exp4,3163.585938,3583.299316
200 mA,exp4,3162.804688,3576.543457
200 mA,exp4,3162.023438,3391.602539
200 mA,exp4,3161.242188,3399.984863
200 mA,exp4,3160.459961,3293.644531
200 mA,exp4,3159.678711,3576.709717
200 mA,exp4,3158.896484,3473.394043
200 mA,exp4,3158.114258,3490.803955
200 mA,exp4,3157.332031,3523.289307
200 mA,exp4,3156.548828,3257.186035
200 mA,exp4,3155.766602,3371.11792
200 mA,exp4,3154.983398,3439.783691
200 mA,exp4,3154.201172,3430.054932
200 mA,exp4,3153.417969,3477.58667
200 mA,exp4,3152.633789,3371.440918
200 mA,exp4,3151.850586,3476.19873
200 mA,exp4,3151.067383,3442.376221
200 mA,exp4,3150.283203,3396.522461
200 mA,exp4,3149.499023,3281.445557
200 mA,exp4,3148.71582,3331.95874
200 mA,exp4,3147.931641,3289.16333
200 mA,exp4,3147.146484,3502.124268
200 mA,exp4,3146.362305,3369.068604
200 mA,exp4,3145.577148,3410.500977
200 mA,exp4,3144.792969,3376.744141
200 mA,exp4,3144.007812,3409.138916
200 mA,exp4,3143.222656,3294.241699
200 mA,exp4,3142.4375,3446.843506
200 mA,exp4,3141.651367,3371.042725
200 mA,exp4,3140.866211,3379.381104
200 mA,exp4,3140.080078,3363.689453
200 mA,exp4,3139.293945,3378.031006
200 mA,exp4,3138.507812,3425.389648
200 mA,exp4,3137.72168,3385.685791
200 mA,exp4,3136.935547,3273.976318
200 mA,exp4,3136.148438,3393.333984
200 mA,exp4,3135.362305,3440.650879
200 mA,exp4,3134.575195,3403.974365
200 mA,exp4,3133.788086,3346.32251
200 mA,exp4,3133.000977,3288.693848
200 mA,exp4,3132.213867,3407.928467
200 mA,exp4,3131.425781,3422.230713
200 mA,exp4,3130.638672,3280.72998
200 mA,exp4,3129.850586,3295.051758
200 mA,exp4,3129.0625,3318.352295
200 mA,exp4,3128.274414,3320.683105
200 mA,exp4,3127.486328,3269.126221
200 mA,exp4,3126.697266,3223.576172
200 mA,exp4,3125.90918,3351.609619
200 mA,exp4,3125.120117,3377.866455
200 mA,exp4,3124.331055,3437.017334
200 mA,exp4,3123.541992,3379.506592
200 mA,exp4,3122.75293,3307.068115
200 mA,exp4,3121.962891,3333.312256
200 mA,exp4,3121.173828,3237.000244
200 mA,exp4,3120.383789,3248.306152
200 mA,exp4,3119.59375,3328.325195
200 mA,exp4,3118.803711,3279.865479
200 mA,exp4,3118.013672,3273.236328
200 mA,exp4,3117.223633,3242.722412
200 mA,exp4,3116.432617,3221.17627
200 mA,exp4,3115.642578,3280.226807
200 mA,exp4,3114.851562,3294.491211
200 mA,exp4,3114.060547,3210.292969
200 mA,exp4,3113.269531,3170.872559
200 mA,exp4,3112.477539,3286.549805
200 mA,exp4,3111.686523,3306.764648
200 mA,exp4,3110.894531,3356.782715
200 mA,exp4,3110.102539,3204.102539
200 mA,exp4,3109.310547,3388.219238
200 mA,exp4,3108.518555,3220.696777
200 mA,exp4,3107.726562,3187.285889
200 mA,exp4,3106.93457,3258.124268
200 mA,exp4,3106.141602,3257.472412
200 mA,exp4,3105.348633,3355.061035
200 mA,exp4,3104.555664,3393.082764
200 mA,exp4,3103.762695,3213.856201
200 mA,exp4,3102.969727,3106.105957
200 mA,exp4,3102.175781,3126.306641
200 mA,exp4,3101.382812,3244.641357
200 mA,exp4,3100.588867,3276.699463
200 mA,exp4,3099.794922,3273.071045
200 mA,exp4,3099.000977,3198.110352
200 mA,exp4,3098.207031,3286.619141
200 mA,exp4,3097.413086,3309.729736
200 mA,exp4,3096.618164,3178.36792
200 mA,exp4,3095.823242,3231.189209
200 mA,exp4,3095.02832,3254.296387
200 mA,exp4,3094.233398,3256.61377
200 mA,exp4,3093.438477,3250.025879
200 mA,exp4,3092.643555,3187.058594
200 mA,exp4,3091.847656,3248.725098
200 mA,exp4,3091.051758,3334.096924
200 mA,exp4,3090.256836,3348.258057
200 mA,exp4,3089.460938,3220.089111
200 mA,exp4,3088.664062,3335.059814
200 mA,exp4,3087.868164,3284.006104
200 mA,exp4,3087.071289,3277.422119
200 mA,exp4,3086.275391,3359.722412
200 mA,exp4,3085.478516,3359.049805
200 mA,exp4,3084.681641,3322.839111
200 mA,exp4,3083.884766,3289.60376
200 mA,exp4,3083.086914,3244.540283
200 mA,exp4,3082.290039,3273.488281
200 mA,exp4,3081.492188,3260.996582
200 mA,exp4,3080.694336,3337.266602
200 mA,exp4,3079.896484,3188.699951
200 mA,exp4,3079.098633,3362.547607
200 mA,exp4,3078.300781,3370.744873
200 mA,exp4,3077.50293,3313.902344
200 mA,exp4,3076.704102,3594.022217
200 mA,exp4,3075.905273,3498.742432
200 mA,exp4,3075.106445,3506.905518
200 mA,exp4,3074.307617,3547.557373
200 mA,exp4,3073.508789,3676.790283
200 mA,exp4,3072.708984,3699.675537
200 mA,exp4,3071.910156,3710.743408
200 mA,exp4,3071.110352,3704.0979
200 mA,exp4,3070.310547,3827.293945
200 mA,exp4,3069.510742,3820.627441
200 mA,exp4,3068.709961,3958.498779
200 mA,exp4,3067.910156,3969.503174
200 mA,exp4,3067.109375,4071.907227
200 mA,exp4,3066.30957,3861.789307
200 mA,exp4,3065.508789,4046.699219
200 mA,exp4,3064.708008,4151.972656
200 mA,exp4,3063.90625,4177.657227
200 mA,exp4,3063.105469,4088.454346
200 mA,exp4,3062.303711,4305.56543
200 mA,exp4,3061.501953,4236.98291
200 mA,exp4,3060.701172,4297.955078
200 mA,exp4,3059.898438,4305.924805
200 mA,exp4,3059.09668,4416.883301
200 mA,exp4,3058.294922,4283.608398
200 mA,exp4,3057.492188,4379.819336
200 mA,exp4,3056.689453,4370.120605
200 mA,exp4,3055.887695,4281.038574
200 mA,exp4,3055.083984,4289.001465
200 mA,exp4,3054.28125,4338.108398
200 mA,exp4,3053.478516,4093.344238
200 mA,exp4,3052.674805,4118.966797
200 mA,exp4,3051.87207,4353.130371
200 mA,exp4,3051.068359,4143.750488
200 mA,exp4,3050.264648,4131.177246
200 mA,exp4,3049.459961,4092.188965
200 mA,exp4,3048.65625,4073.760986
200 mA,exp4,3047.851562,3864.604004
200 mA,exp4,3047.047852,3840.361084
200 mA,exp4,3046.243164,3789.728516
200 mA,exp4,3045.438477,3683.395996
200 mA,exp4,3044.633789,3764.75708
200 mA,exp4,3043.828125,3705.375244
200 mA,exp4,3043.023438,3561.021484
200 mA,exp4,3042.217773,3569.10083
200 mA,exp4,3041.412109,3562.528076
200 mA,exp4,3040.606445,3491.51709
200 mA,exp4,3039.800781,3505.462158
200 mA,exp4,3038.994141,3592.600342
200 mA,exp4,3038.188477,3629.938477
200 mA,exp4,3037.381836,3433.118652
200 mA,exp4,3036.575195,3534.849854
200 mA,exp4,3035.768555,3487.33374
200 mA,exp4,3034.961914,3539.287842
200 mA,exp4,3034.155273,3456.696289
200 mA,exp4,3033.347656,3385.833252
200 mA,exp4,3032.541016,3458.239014
200 mA,exp4,3031.733398,3314.336426
200 mA,exp4,3030.925781,3293.219727
200 mA,exp4,3030.117188,3368.521973
200 mA,exp4,3029.30957,3356.165771
200 mA,exp4,3028.501953,3367.177002
200 mA,exp4,3027.693359,3267.232422
200 mA,exp4,3026.884766,3289.933838
200 mA,exp4,3026.076172,3359.323975
200 mA,exp4,3025.267578,3110.62085
200 mA,exp4,3024.458984,3349.230957
200 mA,exp4,3023.649414,3266.890381
200 mA,exp4,3022.839844,3228.32666
200 mA,exp4,3022.03125,3277.249512
200 mA,exp4,3021.22168,3174.56665
200 mA,exp4,3020.411133,3334.23291
200 mA,exp4,3019.601562,3281.116699
200 mA,exp4,3018.791992,3216.36792
200 mA,exp4,3017.981445,3271.06958
200 mA,exp4,3017.170898,3159.753174
200 mA,exp4,3016.360352,3240.648926
200 mA,exp4,3015.549805,3196.336914
200 mA,exp4,3014.739258,3384.880371
200 mA,exp4,3013.927734,3302.72876
200 mA,exp4,3013.116211,3342.800781
200 mA,exp4,3012.305664,3362.495605
200 mA,exp4,3011.494141,3286.213623
200 mA,exp4,3010.681641,3326.264648
200 mA,exp4,3009.870117,3238.39209
200 mA,exp4,3009.058594,3339.471436
200 mA,exp4,3008.246094,3495.721436
200 mA,exp4,3007.433594,3375.909668
200 mA,exp4,3006.621094,3346.19043
200 mA,exp4,3005.808594,3397.797852
200 mA,exp4,3004.996094,3283.883789
200 mA,exp4,3004.182617,3364.512451
200 mA,exp4,3003.370117,3285.47876
200 mA,exp4,3002.556641,3395.092773
200 mA,exp4,3001.743164,3353.800049
200 mA,exp5,3750.169922,1782.382812
200 mA,exp5,3749.5,1782.382812
200 mA,exp5,3748.830078,1704.57019
200 mA,exp5,3748.160156,1760.591553
200 mA,exp5,3747.489258,1760.26355
200 mA,exp5,3746.819336,1710.657471
200 mA,exp5,3746.148438,1632.916138
200 mA,exp5,3745.477539,1724.094727
200 mA,exp5,3744.806641,1663.96936
200 mA,exp5,3744.135742,1741.039185
200 mA,exp5,3743.464844,1754.781616
200 mA,exp5,3742.793945,1736.875366
200 mA,exp5,3742.12207,1764.674561
200 mA,exp5,3741.451172,1774.890259
200 mA,exp5,3740.779297,1619.945068
200 mA,exp5,3740.107422,1658.290405
200 mA,exp5,3739.435547,1696.621582
200 mA,exp5,3738.763672,1664.697998
200 mA,exp5,3738.091797,1797.820679
200 mA,exp5,3737.419922,1632.48291
200 mA,exp5,3736.74707,1709.401123
200 mA,exp5,3736.074219,1614.329468
200 mA,exp5,3735.402344,1729.818726
200 mA,exp5,3734.729492,1799.659668
200 mA,exp5,3734.056641,1680.072021
200 mA,exp5,3733.383789,1662.226074
200 mA,exp5,3732.709961,1668.929932
200 mA,exp5,3732.037109,1619.543091
200 mA,exp5,3731.364258,1843.553223
200 mA,exp5,3730.69043,1727.57251
200 mA,exp5,3730.016602,1800.82666
200 mA,exp5,3729.342773,1660.376587
200 mA,exp5,3728.668945,1740.620483
200 mA,exp5,3727.995117,1698.278564
200 mA,exp5,3727.321289,1746.977051
200 mA,exp5,3726.646484,1844.661865
200 mA,exp5,3725.972656,1767.327515
200 mA,exp5,3725.297852,1739.007935
200 mA,exp5,3724.623047,1784.164429
200 mA,exp5,3723.948242,1696.390991
200 mA,exp5,3723.273438,1797.491699
200 mA,exp5,3722.598633,1702.755493
200 mA,exp5,3721.923828,1716.42334
200 mA,exp5,3721.248047,1751.056763
200 mA,exp5,3720.573242,1806.644165
200 mA,exp5,3719.897461,1663.062744
200 mA,exp5,3719.22168,1687.207275
200 mA,exp5,3718.545898,1711.342773
200 mA,exp5,3717.870117,1665.631592
200 mA,exp5,3717.194336,1707.218262
200 mA,exp5,3716.518555,1734.827271
200 mA,exp5,3715.841797,1814.775269
200 mA,exp5,3715.166016,1793.503906
200 mA,exp5,3714.489258,1761.774292
200 mA,exp5,3713.8125,1771.912598
200 mA,exp5,3713.135742,1820.408203
200 mA,exp5,3712.458984,1743.363647
200 mA,exp5,3711.782227,1645.431152
200 mA,exp5,3711.105469,1725.292114
200 mA,exp5,3710.427734,1697.094971
200 mA,exp5,3709.750977,1738.591187
200 mA,exp5,3709.073242,1804.456665
200 mA,exp5,3708.395508,1675.257324
200 mA,exp5,3707.717773,1734.14563
200 mA,exp5,3707.040039,1772.122681
200 mA,exp5,3706.362305,1747.428955
200 mA,exp5,3705.683594,1701.862549
200 mA,exp5,3705.005859,1729.385498
200 mA,exp5,3704.327148,1711.671143
200 mA,exp5,3703.648438,1829.619629
200 mA,exp5,3702.969727,1693.650757
200 mA,exp5,3702.291016,1641.182007
200 mA,exp5,3701.612305,1766.030884
200 mA,exp5,3700.933594,1817.842041
200 mA,exp5,3700.254883,1730.627808
200 mA,exp5,3699.575195,1643.445557
200 mA,exp5,3698.895508,1743.884766
200 mA,exp5,3698.216797,1885.965698
200 mA,exp5,3697.537109,1837.001587
200 mA,exp5,3696.857422,1774.167725
200 mA,exp5,3696.176758,1850.209473
200 mA,exp5,3695.49707,1648.569336
200 mA,exp5,3694.817383,1648.265381
200 mA,exp5,3694.136719,1797.145386
200 mA,exp5,3693.456055,1796.814087
200 mA,exp5,3692.776367,1740.993164
200 mA,exp5,3692.095703,1778.814453
200 mA,exp5,3691.415039,1764.619385
200 mA,exp5,3690.733398,1771.226562
200 mA,exp5,3690.052734,1708.520142
200 mA,exp5,3689.37207,1704.740479
200 mA,exp5,3688.69043,1770.247803
200 mA,exp5,3688.008789,1842.658203
200 mA,exp5,3687.327148,1831.92981
200 mA,exp5,3686.645508,1873.140747
200 mA,exp5,3685.963867,1817.408081
200 mA,exp5,3685.282227,1768.618164
200 mA,exp5,3684.600586,1795.976074
200 mA,exp5,3683.917969,1806.024902
200 mA,exp5,3683.236328,1771.100464
200 mA,exp5,3682.553711,1784.608643
200 mA,exp5,3681.871094,1659.79541
200 mA,exp5,3681.188477,1860.011597
200 mA,exp5,3680.505859,1752.51355
200 mA,exp5,3679.823242,1848.958984
200 mA,exp5,3679.139648,1758.779297
200 mA,exp5,3678.457031,1875.91626
200 mA,exp5,3677.773438,1765.040161
200 mA,exp5,3677.089844,1692.192871
200 mA,exp5,3676.40625,1760.937866
200 mA,exp5,3675.722656,1784.779175
200 mA,exp5,3675.039062,1846.578613
200 mA,exp5,3674.355469,1863.49353
200 mA,exp5,3673.671875,1738.940674
200 mA,exp5,3672.987305,1807.613647
200 mA,exp5,3672.302734,1821.077148
200 mA,exp5,3671.619141,1765.568237
200 mA,exp5,3670.93457,1820.407349
200 mA,exp5,3670.25,1713.21228
200 mA,exp5,3669.564453,1719.790161
200 mA,exp5,3668.879883,1874.536621
200 mA,exp5,3668.195312,1912.089233
200 mA,exp5,3667.509766,1870.40271
200 mA,exp5,3666.824219,1894.166382
200 mA,exp5,3666.138672,1766.415771
200 mA,exp5,3665.453125,1859.043213
200 mA,exp5,3664.767578,1869.027588
200 mA,exp5,3664.082031,1848.035522
200 mA,exp5,3663.396484,1813.287964
200 mA,exp5,3662.709961,1757.912476
200 mA,exp5,3662.024414,1905.488159
200 mA,exp5,3661.337891,1836.360352
200 mA,exp5,3660.651367,1787.887451
200 mA,exp5,3659.964844,1914.750488
200 mA,exp5,3659.27832,1897.213623
200 mA,exp5,3658.591797,1962.15564
200 mA,exp5,3657.904297,1714.423218
200 mA,exp5,3657.217773,1906.473022
200 mA,exp5,3656.530273,1947.336182
200 mA,exp5,3655.842773,1878.301758
200 mA,exp5,3655.155273,1823.025513
200 mA,exp5,3654.467773,1812.392822
200 mA,exp5,3653.780273,1925.313599
200 mA,exp5,3653.092773,1859.765015
200 mA,exp5,3652.405273,1900.591309
200 mA,exp5,3651.716797,1941.402588
200 mA,exp5,3651.02832,1862.169434
200 mA,exp5,3650.34082,1916.687744
200 mA,exp5,3649.652344,1885.4823
200 mA,exp5,3648.962891,1926.266113
200 mA,exp5,3648.274414,1850.52063
200 mA,exp5,3647.585938,1956.394653
200 mA,exp5,3646.897461,1914.927734
200 mA,exp5,3646.208008,1887.175903
200 mA,exp5,3645.518555,2082.018311
200 mA,exp5,3644.829102,1944.686157
200 mA,exp5,3644.139648,1841.635498
200 mA,exp5,3643.450195,1882.366943
200 mA,exp5,3642.760742,1916.239746
200 mA,exp5,3642.071289,1864.569214
200 mA,exp5,3641.380859,1847.123657
200 mA,exp5,3640.691406,1788.644897
200 mA,exp5,3640.000977,1877.219238
200 mA,exp5,3639.310547,1890.549194
200 mA,exp5,3638.620117,1948.309326
200 mA,exp5,3637.929688,1961.621216
200 mA,exp5,3637.238281,1896.341064
200 mA,exp5,3636.547852,1872.079346
200 mA,exp5,3635.857422,1820.501831
200 mA,exp5,3635.166016,2001.159546
200 mA,exp5,3634.474609,1864.219116
200 mA,exp5,3633.783203,1860.463013
200 mA,exp5,3633.091797,1914.730225
200 mA,exp5,3632.400391,2040.638794
200 mA,exp5,3631.708984,1931.085815
200 mA,exp5,3631.016602,1784.050049
200 mA,exp5,3630.325195,1944.018555
200 mA,exp5,3629.632812,2011.860107
200 mA,exp5,3628.94043,1905.802002
200 mA,exp5,3628.248047,1908.860596
200 mA,exp5,3627.555664,1966.446777
200 mA,exp5,3626.863281,1925.196289
200 mA,exp5,3626.169922,2064.521484
200 mA,exp5,3625.477539,1910.864258
200 mA,exp5,3624.78418,2005.86853
200 mA,exp5,3624.091797,1937.401489
200 mA,exp5,3623.398438,2008.535767
200 mA,exp5,3622.705078,1902.652832
200 mA,exp5,3622.010742,2055.44043
200 mA,exp5,3621.317383,2004.026367
200 mA,exp5,3620.624023,1949.22937
200 mA,exp5,3619.929688,1908.057129
200 mA,exp5,3619.236328,1968.916382
200 mA,exp5,3618.541992,2056.952393
200 mA,exp5,3617.847656,1947.796997
200 mA,exp5,3617.15332,1988.223022
200 mA,exp5,3616.458984,1930.09082
200 mA,exp5,3615.763672,1882.172241
200 mA,exp5,3615.069336,1963.349365
200 mA,exp5,3614.374023,1976.573242
200 mA,exp5,3613.679688,2050.912109
200 mA,exp5,3612.984375,2009.795898
200 mA,exp5,3612.289062,2080.706787
200 mA,exp5,3611.59375,1968.333008
200 mA,exp5,3610.897461,2073.155762
200 mA,exp5,3610.202148,2052.420166
200 mA,exp5,3609.506836,2140.229736
200 mA,exp5,3608.810547,1990.624268
200 mA,exp5,3608.114258,2000.429932
200 mA,exp5,3607.417969,2003.452026
200 mA,exp5,3606.72168,1979.358521
200 mA,exp5,3606.025391,2050.156982
200 mA,exp5,3605.329102,1988.7948
200 mA,exp5,3604.632812,1964.717041
200 mA,exp5,3603.935547,2052.413086
200 mA,exp5,3603.238281,2079.125244
200 mA,exp5,3602.541016,1902.692871
200 mA,exp5,3601.844727,1976.81189
200 mA,exp5,3601.146484,2071.209473
200 mA,exp5,3600.449219,1976.084717
200 mA,exp5,3599.751953,1931.741089
200 mA,exp5,3599.053711,1951.680542
200 mA,exp5,3598.356445,1974.994385
200 mA,exp5,3597.658203,2177.50415
200 mA,exp5,3596.959961,2041.879639
200 mA,exp5,3596.261719,2082.063477
200 mA,exp5,3595.563477,2112.094727
200 mA,exp5,3594.865234,2071.161133
200 mA,exp5,3594.166992,1993.083618
200 mA,exp5,3593.467773,1996.094238
200 mA,exp5,3592.768555,2066.641113
200 mA,exp5,3592.070312,2069.636963
200 mA,exp5,3591.371094,1984.865479
200 mA,exp5,3590.671875,1998.0
200 mA,exp5,3589.972656,1977.385986
200 mA,exp5,3589.272461,2081.608398
200 mA,exp5,3588.573242,2044.120728
200 mA,exp5,3587.873047,2006.646606
200 mA,exp5,3587.172852,1955.69873
200 mA,exp5,3586.473633,2005.907715
200 mA,exp5,3585.773438,2147.105713
200 mA,exp5,3585.073242,2123.120117
200 mA,exp5,3584.37207,2021.646729
200 mA,exp5,3583.671875,2149.28833
200 mA,exp5,3582.97168,2105.106201
200 mA,exp5,3582.270508,2151.864258
200 mA,exp5,3581.569336,2084.12915
200 mA,exp5,3580.868164,2144.338623
200 mA,exp5,3580.166992,2113.652344
200 mA,exp5,3579.46582,2066.151855
200 mA,exp5,3578.764648,2001.84668
200 mA,exp5,3578.0625,2193.216064
200 mA,exp5,3577.361328,2219.717529
200 mA,exp5,3576.65918,2078.07959
200 mA,exp5,3575.957031,1980.199463
200 mA,exp5,3575.254883,2084.036133
200 mA,exp5,3574.552734,2157.587891
200 mA,exp5,3573.850586,2093.348145
200 mA,exp5,3573.148438,2059.367188
200 mA,exp5,3572.445312,2072.422852
200 mA,exp5,3571.743164,2182.863037
200 mA,exp5,3571.040039,2064.943359
200 mA,exp5,3570.336914,2077.990479
200 mA,exp5,3569.633789,2080.963623
200 mA,exp5,3568.930664,2224.87793
200 mA,exp5,3568.227539,2137.233398
200 mA,exp5,3567.523438,2046.266724
200 mA,exp5,3566.820312,2086.13623
200 mA,exp5,3566.116211,2156.17041
200 mA,exp5,3565.412109,2155.772461
200 mA,exp5,3564.708008,2048.108643
200 mA,exp5,3564.003906,2144.922363
200 mA,exp5,3563.299805,2094.26416
200 mA,exp5,3562.595703,2180.982666
200 mA,exp5,3561.890625,2137.0354
200 mA,exp5,3561.185547,2139.989746
200 mA,exp5,3560.481445,2189.819824
200 mA,exp5,3559.776367,2242.979248
200 mA,exp5,3559.071289,2138.804443
200 mA,exp5,3558.366211,2225.418213
200 mA,exp5,3557.660156,2154.743652
200 mA,exp5,3556.955078,2154.345459
200 mA,exp5,3556.249023,2157.292236
200 mA,exp5,3555.543945,2237.150146
200 mA,exp5,3554.837891,2203.30249
200 mA,exp5,3554.131836,2212.923828
200 mA,exp5,3553.425781,2092.196777
200 mA,exp5,3552.719727,2252.204346
200 mA,exp5,3552.012695,2205.014893
200 mA,exp5,3551.306641,2131.120361
200 mA,exp5,3550.599609,2227.577393
200 mA,exp5,3549.893555,2180.418457
200 mA,exp5,3549.186523,2223.415039
200 mA,exp5,3548.479492,2209.652344
200 mA,exp5,3547.772461,2199.231934
200 mA,exp5,3547.064453,2208.834961
200 mA,exp5,3546.357422,2145.04248
200 mA,exp5,3545.649414,2164.657715
200 mA,exp5,3544.942383,2230.952393
200 mA,exp5,3544.234375,2290.553955
200 mA,exp5,3543.526367,2123.453857
200 mA,exp5,3542.818359,2253.044189
200 mA,exp5,3542.110352,2195.978027
200 mA,exp5,3541.401367,2162.254639
200 mA,exp5,3540.693359,2218.482178
200 mA,exp5,3539.984375,2274.688965
200 mA,exp5,3539.275391,2220.990479
200 mA,exp5,3538.566406,2260.529541
200 mA,exp5,3537.857422,2263.439209
200 mA,exp5,3537.148438,2176.492676
200 mA,exp5,3536.439453,2272.58252
200 mA,exp5,3535.730469,2302.102051
200 mA,exp5,3535.020508,2255.109863
200 mA,exp5,3534.310547,2198.158203
200 mA,exp5,3533.600586,2284.197754
200 mA,exp5,3532.890625,2263.828613
200 mA,exp5,3532.180664,2349.823975
200 mA,exp5,3531.470703,2266.312256
200 mA,exp5,3530.760742,2269.214355
200 mA,exp5,3530.049805,2235.575439
200 mA,exp5,3529.339844,2324.832764
200 mA,exp5,3528.628906,2194.898926
200 mA,exp5,3527.917969,2310.690186
200 mA,exp5,3527.207031,2180.807129
200 mA,exp5,3526.496094,2296.557861
200 mA,exp5,3525.78418,2186.634033
200 mA,exp5,3525.073242,2335.515137
200 mA,exp5,3524.361328,2388.151611
200 mA,exp5,3523.650391,2387.708252
200 mA,exp5,3522.938477,2420.421143
200 mA,exp5,3522.226562,2340.410889
200 mA,exp5,3521.514648,2386.37793
200 mA,exp5,3520.801758,2316.344971
200 mA,exp5,3520.089844,2392.117676
200 mA,exp5,3519.376953,2361.860107
200 mA,exp5,3518.665039,2265.374512
200 mA,exp5,3517.952148,2351.04834
200 mA,exp5,3517.239258,2291.018311
200 mA,exp5,3516.526367,2330.313721
200 mA,exp5,3515.813477,2240.52417
200 mA,exp5,3515.099609,2478.346436
200 mA,exp5,3514.386719,2276.081787
200 mA,exp5,3513.672852,2500.578125
200 mA,exp5,3512.958984,2334.761475
200 mA,exp5,3512.246094,2321.101562
200 mA,exp5,3511.532227,2495.876709
200 mA,exp5,3510.817383,2462.360596
200 mA,exp5,3510.103516,2451.988525
200 mA,exp5,3509.389648,2405.276611
200 mA,exp5,3508.674805,2487.412354
200 mA,exp5,3507.959961,2480.34375
200 mA,exp5,3507.246094,2509.60083
200 mA,exp5,3506.53125,2433.198975
200 mA,exp5,3505.81543,2323.816895
200 mA,exp5,3505.100586,2425.692139
200 mA,exp5,3504.385742,2428.539795
200 mA,exp5,3503.669922,2372.003662
200 mA,exp5,3502.955078,2312.190186
200 mA,exp5,3502.239258,2341.439209
200 mA,exp5,3501.523438,2420.135254
200 mA,exp5,3500.807617,2482.318848
200 mA,exp5,3500.091797,2287.394531
200 mA,exp5,3499.375,2408.895752
200 mA,exp5,3498.65918,2434.804199
200 mA,exp5,3497.942383,2411.291016
200 mA,exp5,3497.225586,2410.841309
200 mA,exp5,3496.508789,2486.127686
200 mA,exp5,3495.791992,2502.125
200 mA,exp5,3495.075195,2478.616455
200 mA,exp5,3494.358398,2422.206055
200 mA,exp5,3493.640625,2355.945312
200 mA,exp5,3492.923828,2457.489502
200 mA,exp5,3492.206055,2364.933105
200 mA,exp5,3491.488281,2486.168945
200 mA,exp5,3490.770508,2390.353271
200 mA,exp5,3490.052734,2600.297363
200 mA,exp5,3489.334961,2524.216309
200 mA,exp5,3488.616211,2405.444092
200 mA,exp5,3487.898438,2431.278564
200 mA,exp5,3487.179688,2503.091797
200 mA,exp5,3486.460938,2341.693848
200 mA,exp5,3485.742188,2505.439453
200 mA,exp5,3485.023438,2429.460693
200 mA,exp5,3484.304688,2557.02124
200 mA,exp5,3483.585938,2510.597412
200 mA,exp5,3482.866211,2490.44043
200 mA,exp5,3482.147461,2545.744385
200 mA,exp5,3481.427734,2568.228027
200 mA,exp5,3480.708008,2531.674072
200 mA,exp5,3479.988281,2406.607422
200 mA,exp5,3479.268555,2484.832031
200 mA,exp5,3478.547852,2494.199463
200 mA,exp5,3477.828125,2641.193359
200 mA,exp5,3477.107422,2604.65918
200 mA,exp5,3476.386719,2528.830566
200 mA,exp5,3475.666992,2613.508545
200 mA,exp5,3474.946289,2432.92334
200 mA,exp5,3474.224609,2533.956543
200 mA,exp5,3473.503906,2569.487061
200 mA,exp5,3472.783203,2533.006592
200 mA,exp5,3472.061523,2673.227539
200 mA,exp5,3471.339844,2535.327881
200 mA,exp5,3470.619141,2511.956787
200 mA,exp5,3469.897461,2527.836426
200 mA,exp5,3469.174805,2543.709717
200 mA,exp5,3468.453125,2530.156738
200 mA,exp5,3467.731445,2568.901611
200 mA,exp5,3467.008789,2552.080811
200 mA,exp5,3466.286133,2453.588623
200 mA,exp5,3465.564453,2583.787354
200 mA,exp5,3464.841797,2589.83374
200 mA,exp5,3464.119141,2465.267578
200 mA,exp5,3463.395508,2628.036377
200 mA,exp5,3462.672852,2585.110352
200 mA,exp5,3461.949219,2565.043945
200 mA,exp5,3461.226562,2482.991699
200 mA,exp5,3460.50293,2573.866211
200 mA,exp5,3459.779297,2638.61377
200 mA,exp5,3459.055664,2481.591309
200 mA,exp5,3458.332031,2591.976562
200 mA,exp5,3457.607422,2624.086182
200 mA,exp5,3456.883789,2620.333496
200 mA,exp5,3456.15918,2600.289307
200 mA,exp5,3455.43457,2593.28418
200 mA,exp5,3454.709961,2612.3396
200 mA,exp5,3453.985352,2585.794434
200 mA,exp5,3453.260742,2709.037842
200 mA,exp5,3452.536133,2688.994873
200 mA,exp5,3451.810547,2629.901611
200 mA,exp5,3451.085938,2756.320557
200 mA,exp5,3450.360352,2680.968262
200 mA,exp5,3449.634766,2690.222168
200 mA,exp5,3448.90918,2764.519775
200 mA,exp5,3448.183594,2692.459717
200 mA,exp5,3447.458008,2613.924561
200 mA,exp5,3446.731445,2623.18335
200 mA,exp5,3446.005859,2580.439453
200 mA,exp5,3445.279297,2735.919678
200 mA,exp5,3444.552734,2725.657471
200 mA,exp5,3443.826172,2653.685303
200 mA,exp5,3443.099609,2588.235107
200 mA,exp5,3442.37207,2672.164795
200 mA,exp5,3441.645508,2678.152832
200 mA,exp5,3440.917969,2664.664795
200 mA,exp5,3440.191406,2612.241211
