sample,experiment,wn,int
150 mA,exp1,3345.29883,17964.58789
150 mA,exp1,3344.55273,18217.52539
150 mA,exp1,3343.80762,18369.08789
150 mA,exp1,3343.06152,18017.46875
150 mA,exp1,3342.31543,17858.9668
150 mA,exp1,3341.56934,18064.2793
150 mA,exp1,3340.82324,17908.99023
150 mA,exp1,3340.07715,18019.35352
150 mA,exp1,3339.33008,17870.45313
150 mA,exp1,3338.58398,17920.72852
150 mA,exp1,3337.83691,18119.50391
150 mA,exp1,3337.08984,17768.46484
150 mA,exp1,3336.34277,17809.25195
150 mA,exp1,3335.5957,17853.17773
150 mA,exp1,3334.84766,17994.9707
150 mA,exp1,3334.10059,17530.57227
150 mA,exp1,3333.35254,17969.06836
150 mA,exp1,3332.60449,18003.45703
150 mA,exp1,3331.85645,18075.69336
150 mA,exp1,3331.1084,17737.81445
150 mA,exp1,3330.36035,17869.99609
150 mA,exp1,3329.61231,17771.93555
150 mA,exp1,3328.86328,17468.98633
150 mA,exp1,3328.11426,17780.80859
150 mA,exp1,3327.36621,17805.72461
150 mA,exp1,3326.61719,17669.9375
150 mA,exp1,3325.86816,17641.30859
150 mA,exp1,3325.11816,17738.67578
150 mA,exp1,3324.36914,17568.33594
150 mA,exp1,3323.61914,17187.11914
150 mA,exp1,3322.87012,17385.24414
150 mA,exp1,3322.12012,17728.05859
150 mA,exp1,3321.37012,17630.2207
150 mA,exp1,3320.61914,17554.44141
150 mA,exp1,3319.86914,17569.9043
150 mA,exp1,3319.11914,17390.38867
150 mA,exp1,3318.36816,17484.47852
150 mA,exp1,3317.61719,17235.88672
150 mA,exp1,3316.86621,17449.39844
150 mA,exp1,3316.11523,17537.13477
150 mA,exp1,3315.36426,17395.49219
150 mA,exp1,3314.61328,17316.72461
150 mA,exp1,3313.86133,17592.85938
150 mA,exp1,3313.10938,17021.125
150 mA,exp1,3312.3584,17303.48438
150 mA,exp1,3311.60645,17563.76367
150 mA,exp1,3310.85449,17121.02344
150 mA,exp1,3310.10156,17312.21289
150 mA,exp1,3309.34961,17559.78711
150 mA,exp1,3308.59668,17104.75781
150 mA,exp1,3307.84473,17477.69727
150 mA,exp1,3307.0918,17389.65039
150 mA,exp1,3306.33887,17157.45508
150 mA,exp1,3305.58594,16919.08203
150 mA,exp1,3304.83203,16978.44922
150 mA,exp1,3304.0791,17285.26172
150 mA,exp1,3303.3252,17216.12305
150 mA,exp1,3302.57129,17240.94922
150 mA,exp1,3301.81738,17275.15625
150 mA,exp1,3301.06348,16877.39844
150 mA,exp1,3300.30957,17412.37695
150 mA,exp1,3299.55566,16898.97656
150 mA,exp1,3298.80078,17249.17188
150 mA,exp1,3298.04688,17283.33789
150 mA,exp1,3297.29199,16910.97656
150 mA,exp1,3296.53711,16842.02148
150 mA,exp1,3295.78223,17029.4082
150 mA,exp1,3295.02637,17091.71484
150 mA,exp1,3294.27148,17125.87305
150 mA,exp1,3293.51563,16956.95703
150 mA,exp1,3292.76074,16675.66602
150 mA,exp1,3292.00488,16834.79102
150 mA,exp1,3291.24902,17093.76367
150 mA,exp1,3290.49316,16859.42969
150 mA,exp1,3289.73633,16971.60938
150 mA,exp1,3288.98047,16553.28906
150 mA,exp1,3288.22363,16921.29883
150 mA,exp1,3287.4668,16709.00977
150 mA,exp1,3286.70996,16655.84766
150 mA,exp1,3285.95313,16665.06055
150 mA,exp1,3285.19629,16973.5293
150 mA,exp1,3284.43945,16814.375
150 mA,exp1,3283.68164,16490.13281
150 mA,exp1,3282.92383,16521.17383
150 mA,exp1,3282.16699,16340.39551
150 mA,exp1,3281.40918,16732.70313
150 mA,exp1,3280.65039,16414.95313
150 mA,exp1,3279.89258,16536.25781
150 mA,exp1,3279.13477,16610.83008
150 mA,exp1,3278.37598,16442.65039
150 mA,exp1,3277.61719,16554.54297
150 mA,exp1,3276.8584,16582.4043
150 mA,exp1,3276.09961,16520.06641
150 mA,exp1,3275.34082,16311.61231
150 mA,exp1,3274.58203,16414.11133
150 mA,exp1,3273.82227,16292.78516
150 mA,exp1,3273.06348,16379.70801
150 mA,exp1,3272.30371,16466.5957
150 mA,exp1,3271.54395,16522.38672
150 mA,exp1,3270.78418,16438.39648
150 mA,exp1,3270.02344,16410.33008
150 mA,exp1,3269.26367,16115.29102
150 mA,exp1,3268.50293,16379.05957
150 mA,exp1,3267.74316,16202.0625
150 mA,exp1,3266.98242,16115.11133
150 mA,exp1,3266.22168,16546.23047
150 mA,exp1,3265.45996,16158.40527
150 mA,exp1,3264.69922,16285.4668
150 mA,exp1,3263.93848,16167.55957
150 mA,exp1,3263.17676,16217.07715
150 mA,exp1,3262.41504,16220.08789
150 mA,exp1,3261.65332,16151.83496
150 mA,exp1,3260.8916,16148.66016
150 mA,exp1,3260.12988,16303.44141
150 mA,exp1,3259.36719,16133.02246
150 mA,exp1,3258.60547,15944.09375
150 mA,exp1,3257.84277,16046.19922
150 mA,exp1,3257.08008,15968.77051
150 mA,exp1,3256.31738,16132.71094
150 mA,exp1,3255.55469,15999.61035
150 mA,exp1,3254.79102,15916.04688
150 mA,exp1,3254.02832,15885.08398
150 mA,exp1,3253.26465,15801.57324
150 mA,exp1,3252.50098,15974.6543
150 mA,exp1,3251.73731,15816.98633
150 mA,exp1,3250.97363,16184.6543
150 mA,exp1,3250.20996,15866.36426
150 mA,exp1,3249.44629,15702.62988
150 mA,exp1,3248.68164,15995.98731
150 mA,exp1,3247.91699,15958.87402
150 mA,exp1,3247.15234,16119.33106
150 mA,exp1,3246.3877,15968.0166
150 mA,exp1,3245.62305,15801.33301
150 mA,exp1,3244.8584,15545.24902
150 mA,exp1,3244.09277,15742.66895
150 mA,exp1,3243.32813,15736.48145
150 mA,exp1,3242.5625,15986.19727
150 mA,exp1,3241.79688,15825.83496
150 mA,exp1,3241.03125,15647.04199
150 mA,exp1,3240.26465,15841.16113
150 mA,exp1,3239.49902,15748.69434
150 mA,exp1,3238.73242,15773.30762
150 mA,exp1,3237.9668,15548.46973
150 mA,exp1,3237.2002,15720.89844
150 mA,exp1,3236.43359,15363.79102
150 mA,exp1,3235.66699,15610.05078
150 mA,exp1,3234.89941,15683.89551
150 mA,exp1,3234.13281,15800.78027
150 mA,exp1,3233.36523,15729.99121
150 mA,exp1,3232.59766,15502.38965
150 mA,exp1,3231.83008,15643.83594
150 mA,exp1,3231.0625,15133.52734
150 mA,exp1,3230.29492,15321.08984
150 mA,exp1,3229.52637,15450.19336
150 mA,exp1,3228.75879,15511.65625
150 mA,exp1,3227.99023,15308.93555
150 mA,exp1,3227.22168,15662.14551
150 mA,exp1,3226.45313,15748.08984
150 mA,exp1,3225.68457,15005.15527
150 mA,exp1,3224.91504,15290.69141
150 mA,exp1,3224.14648,15198.67773
150 mA,exp1,3223.37695,15204.875
150 mA,exp1,3222.60742,15229.47363
150 mA,exp1,3221.83789,15116.05664
150 mA,exp1,3221.06836,15306.23242
150 mA,exp1,3220.29883,15269.48242
150 mA,exp1,3219.52832,15174.51172
150 mA,exp1,3218.75879,15214.4082
150 mA,exp1,3217.98828,15297.17969
150 mA,exp1,3217.21777,15450.37012
150 mA,exp1,3216.44727,15245.18457
150 mA,exp1,3215.67578,15110.50293
150 mA,exp1,3214.90527,15171.79688
150 mA,exp1,3214.13379,15031.06055
150 mA,exp1,3213.36328,15132.125
150 mA,exp1,3212.5918,15061.81836
150 mA,exp1,3211.82031,15086.36328
150 mA,exp1,3211.04883,14973.27539
150 mA,exp1,3210.27637,14921.38477
150 mA,exp1,3209.50488,14774.74512
150 mA,exp1,3208.73242,14820.71875
150 mA,exp1,3207.95996,14955.29297
150 mA,exp1,3207.1875,14943.16113
150 mA,exp1,3206.41504,15013.50879
150 mA,exp1,3205.64258,15083.82715
150 mA,exp1,3204.86914,14836.56152
150 mA,exp1,3204.09668,14873.30469
150 mA,exp1,3203.32324,14690.27344
150 mA,exp1,3202.54981,14830.7832
150 mA,exp1,3201.77637,14647.83106
150 mA,exp1,3201.00293,14647.97461
150 mA,exp1,3200.22852,14983.59277
150 mA,exp1,3199.45508,14700.09375
150 mA,exp1,3198.68066,14645.34961
150 mA,exp1,3197.90625,14855.79883
150 mA,exp1,3197.13184,14941.22266
150 mA,exp1,3196.35742,14816.38477
150 mA,exp1,3195.58301,14572.7959
150 mA,exp1,3194.80762,14563.80957
150 mA,exp1,3194.03223,14603.5459
150 mA,exp1,3193.25781,14786.34863
150 mA,exp1,3192.48242,14600.78613
150 mA,exp1,3191.70703,14421.38379
150 mA,exp1,3190.93066,14658.87695
150 mA,exp1,3190.15527,14528.20215
150 mA,exp1,3189.37891,14403.66113
150 mA,exp1,3188.60254,14686.625
150 mA,exp1,3187.82715,14677.62402
150 mA,exp1,3187.04981,14404.19043
150 mA,exp1,3186.27344,14437.79297
150 mA,exp1,3185.49707,14410.61523
150 mA,exp1,3184.71973,14283.20313
150 mA,exp1,3183.94336,14407.91992
150 mA,exp1,3183.16602,14277.52148
150 mA,exp1,3182.38867,14502.37109
150 mA,exp1,3181.61035,14487.34473
150 mA,exp1,3180.83301,14105.12793
150 mA,exp1,3180.05566,14263.12695
150 mA,exp1,3179.27734,14509.03125
150 mA,exp1,3178.49902,14278.67969
150 mA,exp1,3177.7207,14472.93359
150 mA,exp1,3176.94238,14224.48828
150 mA,exp1,3176.16406,14200.43945
150 mA,exp1,3175.38477,14297.61621
150 mA,exp1,3174.60645,14264.4707
150 mA,exp1,3173.82715,14207.10352
150 mA,exp1,3173.04785,14034.6709
150 mA,exp1,3172.26856,13980.39844
150 mA,exp1,3171.48926,14138.06738
150 mA,exp1,3170.70898,14259.35059
150 mA,exp1,3169.92969,13953.8877
150 mA,exp1,3169.14941,13908.74902
150 mA,exp1,3168.36914,14138.90332
150 mA,exp1,3167.58887,14042.32813
150 mA,exp1,3166.80859,14027.43457
150 mA,exp1,3166.02734,14196.96191
150 mA,exp1,3165.24707,13891.87109
150 mA,exp1,3164.46582,14067.40039
150 mA,exp1,3163.68457,13644.62207
150 mA,exp1,3162.90332,13829.19043
150 mA,exp1,3162.12207,14222.07813
150 mA,exp1,3161.34082,13893.12598
150 mA,exp1,3160.55859,13953.75488
150 mA,exp1,3159.77734,14098.87207
150 mA,exp1,3158.99512,13945.1709
150 mA,exp1,3158.21289,14108.33496
150 mA,exp1,3157.43066,13821.96191
150 mA,exp1,3156.64844,13867.45996
150 mA,exp1,3155.86523,13903.89356
150 mA,exp1,3155.08301,13889.06055
150 mA,exp1,3154.29981,13859.16113
150 mA,exp1,3153.5166,13895.57227
150 mA,exp1,3152.7334,13699.96875
150 mA,exp1,3151.9502,13893.03906
150 mA,exp1,3151.16602,13709.55957
150 mA,exp1,3150.38281,13655.63379
150 mA,exp1,3149.59863,13514.42188
150 mA,exp1,3148.81445,13815.73047
150 mA,exp1,3148.03027,13662.50391
150 mA,exp1,3147.24609,13665.79395
150 mA,exp1,3146.46094,13792.41602
150 mA,exp1,3145.67676,13606.20117
150 mA,exp1,3144.8916,13651.59473
150 mA,exp1,3144.10645,13561.68457
150 mA,exp1,3143.32129,13291.46387
150 mA,exp1,3142.53613,13583.31445
150 mA,exp1,3141.75098,13520.50977
150 mA,exp1,3140.96484,13388.63965
150 mA,exp1,3140.17969,13440.02539
150 mA,exp1,3139.39356,13443.3457
150 mA,exp1,3138.60742,13545.73535
150 mA,exp1,3137.82129,13305.90625
150 mA,exp1,3137.03516,13552.32715
150 mA,exp1,3136.24805,13420.60352
150 mA,exp1,3135.46094,13462.91797
150 mA,exp1,3134.67481,13439.23438
150 mA,exp1,3133.8877,13430.55078
150 mA,exp1,3133.10059,13364.91016
150 mA,exp1,3132.3125,13248.33887
150 mA,exp1,3131.52539,13236.7002
150 mA,exp1,3130.73731,13144.16992
150 mA,exp1,3129.9502,13279.33887
150 mA,exp1,3129.16211,13210.79492
150 mA,exp1,3128.37402,13091.37305
150 mA,exp1,3127.58594,13046.84375
150 mA,exp1,3126.79688,13415.38867
150 mA,exp1,3126.00879,13466.57227
150 mA,exp1,3125.21973,13167.67481
150 mA,exp1,3124.43066,13117.17969
150 mA,exp1,3123.6416,13165.39941
150 mA,exp1,3122.85254,13195.65918
150 mA,exp1,3122.0625,13169.10352
150 mA,exp1,3121.27344,13136.58008
150 mA,exp1,3120.4834,13390.9541
150 mA,exp1,3119.69336,13265.77734
150 mA,exp1,3118.90332,13254.16211
150 mA,exp1,3118.11328,13146.98047
150 mA,exp1,3117.32324,13060.74316
150 mA,exp1,3116.53223,13126.79492
150 mA,exp1,3115.74219,12980.89844
150 mA,exp1,3114.95117,13112.59082
150 mA,exp1,3114.16016,12725.08301
150 mA,exp1,3113.36914,13256.49609
150 mA,exp1,3112.57813,13155.42383
150 mA,exp1,3111.78613,13009.66504
150 mA,exp1,3110.99414,13018.98731
150 mA,exp1,3110.20313,12709.37793
150 mA,exp1,3109.41113,12945.23731
150 mA,exp1,3108.61914,12775.79981
150 mA,exp1,3107.82617,12981.76172
150 mA,exp1,3107.03418,12901.73047
150 mA,exp1,3106.24121,12821.72949
150 mA,exp1,3105.44922,13012.67188
150 mA,exp1,3104.65625,13010.06836
150 mA,exp1,3103.86328,13126.49902
150 mA,exp1,3103.06934,13147.67481
150 mA,exp1,3102.27637,13049.85449
150 mA,exp1,3101.48242,12940.17676
150 mA,exp1,3100.68945,12750.25781
150 mA,exp1,3099.89551,12771.48926
150 mA,exp1,3099.10156,12703.54297
150 mA,exp1,3098.30664,12911.99121
150 mA,exp1,3097.5127,12543.96191
150 mA,exp1,3096.71875,12761.26856
150 mA,exp1,3095.92383,12966.6084
150 mA,exp1,3095.12891,12714.59082
150 mA,exp1,3094.33398,12896.10645
150 mA,exp1,3093.53906,12831.19531
150 mA,exp1,3092.74316,12689.15332
150 mA,exp1,3091.94824,12615.40723
150 mA,exp1,3091.15234,12737.46875
150 mA,exp1,3090.35645,12631.11816
150 mA,exp1,3089.56055,12590.04297
150 mA,exp1,3088.76465,12543.05469
150 mA,exp1,3087.96875,12635.3916
150 mA,exp1,3087.17188,12763.25098
150 mA,exp1,3086.37598,12882.16992
150 mA,exp1,3085.5791,12692.97461
150 mA,exp1,3084.78223,12788.16602
150 mA,exp1,3083.98535,12699.73828
150 mA,exp1,3083.1875,12874.82031
150 mA,exp1,3082.39063,12739.05176
150 mA,exp1,3081.59277,12656.60352
150 mA,exp1,3080.79492,12698.4502
150 mA,exp1,3079.99707,12731.40527
150 mA,exp1,3079.19922,12625.3457
150 mA,exp1,3078.40137,12472.01953
150 mA,exp1,3077.60254,12703.06836
150 mA,exp1,3076.80469,12573.43262
150 mA,exp1,3076.00586,12656.61328
150 mA,exp1,3075.20703,12382.26758
150 mA,exp1,3074.4082,12536.3457
150 mA,exp1,3073.60938,12338.91895
150 mA,exp1,3072.80957,12525.42383
150 mA,exp1,3072.01074,12313.31641
150 mA,exp1,3071.21094,12691.59961
150 mA,exp1,3070.41113,12211.00781
150 mA,exp1,3069.61133,12571.45703
150 mA,exp1,3068.81152,12297.56348
150 mA,exp1,3068.01074,12548.73242
150 mA,exp1,3067.21094,12392.89453
150 mA,exp1,3066.41016,12499.49121
150 mA,exp1,3065.60938,12411.51563
150 mA,exp1,3064.80859,12255.79785
150 mA,exp1,3064.00781,12256.29199
150 mA,exp1,3063.20606,12666.22852
150 mA,exp1,3062.40527,12454.59668
150 mA,exp1,3061.60352,12484.49414
150 mA,exp1,3060.80176,12537.92969
150 mA,exp1,3060.0,12394.14453
150 mA,exp1,3059.19824,12253.3584
150 mA,exp1,3058.39551,12495.10254
150 mA,exp1,3057.59375,12342.58594
150 mA,exp1,3056.79102,12490.10449
150 mA,exp1,3055.98828,12222.97559
150 mA,exp1,3055.18555,12152.91699
150 mA,exp1,3054.38281,12338.59277
150 mA,exp1,3053.5791,12409.58984
150 mA,exp1,3052.77637,12330.7207
150 mA,exp1,3051.97266,12428.12598
150 mA,exp1,3051.16895,12308.16895
150 mA,exp1,3050.36523,11988.5957
150 mA,exp1,3049.56152,12282.69824
150 mA,exp1,3048.75781,12168.70996
150 mA,exp1,3047.95313,12037.16113
150 mA,exp1,3047.14844,12049.42383
150 mA,exp1,3046.34375,12313.94434
150 mA,exp1,3045.53906,12246.96387
150 mA,exp1,3044.73438,12182.94141
150 mA,exp1,3043.92969,11998.75195
150 mA,exp1,3043.12402,12128.24609
150 mA,exp1,3042.31934,12231.31445
150 mA,exp1,3041.51367,12313.83398
150 mA,exp1,3040.70801,12173.70117
150 mA,exp1,3039.90234,12109.76856
150 mA,exp1,3039.0957,12022.43652
150 mA,exp1,3038.29004,12303.99512
150 mA,exp1,3037.4834,12175.68262
150 mA,exp1,3036.67676,12035.71582
150 mA,exp1,3035.87012,11966.02051
150 mA,exp1,3035.06348,12027.98242
150 mA,exp1,3034.25684,12031.42969
150 mA,exp1,3033.44922,12242.47266
150 mA,exp1,3032.6416,12014.93066
150 mA,exp1,3031.83496,12111.90527
150 mA,exp1,3031.02734,11975.06641
150 mA,exp1,3030.21875,11923.00879
150 mA,exp1,3029.41113,11868.04981
150 mA,exp1,3028.60352,12119.75781
150 mA,exp1,3027.79492,11904.19043
150 mA,exp1,3026.98633,11968.95703
150 mA,exp1,3026.17773,11873.16992
150 mA,exp1,3025.36914,12197.62695
150 mA,exp1,3024.56055,12066.82227
150 mA,exp1,3023.75098,12084.83301
150 mA,exp1,3022.94238,11881.19336
150 mA,exp1,3022.13281,12018.78027
150 mA,exp1,3021.32324,12007.63672
150 mA,exp1,3020.51367,11984.83887
150 mA,exp1,3019.70313,11900.85645
150 mA,exp1,3018.89356,11723.67578
150 mA,exp1,3018.08301,11706.77344
150 mA,exp1,3017.27246,12036.43848
150 mA,exp1,3016.46191,11783.63281
150 mA,exp1,3015.65137,12014.17285
150 mA,exp1,3014.84082,11985.58301
150 mA,exp1,3014.0293,11948.27441
150 mA,exp1,3013.21875,11797.51465
150 mA,exp1,3012.40723,11862.06543
150 mA,exp1,3011.5957,11900.41602
150 mA,exp1,3010.78418,12025.98047
150 mA,exp1,3009.97266,12055.5625
150 mA,exp1,3009.16016,11954.34082
150 mA,exp1,3008.34766,11966.48828
150 mA,exp1,3007.53613,11914.71484
150 mA,exp1,3006.72363,11955.91211
150 mA,exp1,3005.91113,12124.87695
150 mA,exp1,3005.09766,12113.75195
150 mA,exp1,3004.28516,12018.44336
150 mA,exp1,3003.47168,11926.07617
150 mA,exp1,3002.6582,11920.79981
150 mA,exp1,3001.84473,11924.22949
200 mA,exp1,3750.25684,743.26209
200 mA,exp1,3749.58691,648.15271
200 mA,exp1,3748.91699,605.76898
200 mA,exp1,3748.24707,700.73004
200 mA,exp1,3747.57617,633.70807
200 mA,exp1,3746.90625,623.03021
200 mA,exp1,3746.23535,640.51068
200 mA,exp1,3745.56445,633.35413
200 mA,exp1,3744.89356,636.75421
200 mA,exp1,3744.22266,650.70496
200 mA,exp1,3743.55176,625.96722
200 mA,exp1,3742.87988,611.78668
200 mA,exp1,3742.20898,646.82648
200 mA,exp1,3741.53711,579.92676
200 mA,exp1,3740.86621,625.50159
200 mA,exp1,3740.19434,660.51929
200 mA,exp1,3739.52246,639.32001
200 mA,exp1,3738.85059,698.9068
200 mA,exp1,3738.17871,639.0824
200 mA,exp1,3737.50586,660.02838
200 mA,exp1,3736.83398,719.57806
200 mA,exp1,3736.16113,642.23578
200 mA,exp1,3735.48828,614.04584
200 mA,exp1,3734.81641,589.37451
200 mA,exp1,3734.14356,662.92322
200 mA,exp1,3733.4707,613.70386
200 mA,exp1,3732.79688,613.58997
200 mA,exp1,3732.12402,659.04858
200 mA,exp1,3731.4502,665.93616
200 mA,exp1,3730.77734,711.36823
200 mA,exp1,3730.10352,623.64557
200 mA,exp1,3729.42969,672.57159
200 mA,exp1,3728.75586,630.41895
200 mA,exp1,3728.08203,616.29535
200 mA,exp1,3727.4082,707.20789
200 mA,exp1,3726.7334,675.57336
200 mA,exp1,3726.05957,671.94843
200 mA,exp1,3725.38477,717.31201
200 mA,exp1,3724.70996,622.72138
200 mA,exp1,3724.03613,640.09491
200 mA,exp1,3723.36035,695.9306
200 mA,exp1,3722.68555,604.89294
200 mA,exp1,3722.01074,667.70612
200 mA,exp1,3721.33594,608.16412
200 mA,exp1,3720.66016,646.49158
200 mA,exp1,3719.98438,614.92682
200 mA,exp1,3719.30957,611.3197
200 mA,exp1,3718.63379,632.16223
200 mA,exp1,3717.95801,677.4408
200 mA,exp1,3717.28125,638.91101
200 mA,exp1,3716.60547,635.30212
200 mA,exp1,3715.92969,673.57489
200 mA,exp1,3715.25293,722.30164
200 mA,exp1,3714.57617,722.16809
200 mA,exp1,3713.90039,624.36804
200 mA,exp1,3713.22363,662.6145
200 mA,exp1,3712.54688,665.97882
200 mA,exp1,3711.86914,683.2865
200 mA,exp1,3711.19238,623.90656
200 mA,exp1,3710.51563,648.1853
200 mA,exp1,3709.83789,648.06555
200 mA,exp1,3709.16016,647.9458
200 mA,exp1,3708.48242,672.20667
200 mA,exp1,3707.80469,609.40125
200 mA,exp1,3707.12695,609.2887
200 mA,exp1,3706.44922,661.3913
200 mA,exp1,3705.77148,626.46552
200 mA,exp1,3705.09277,619.39044
200 mA,exp1,3704.41504,612.31793
200 mA,exp1,3703.73633,653.94611
200 mA,exp1,3703.05762,612.09192
200 mA,exp1,3702.37891,678.04486
200 mA,exp1,3701.7002,636.2016
200 mA,exp1,3701.02148,663.89117
200 mA,exp1,3700.3418,660.29346
200 mA,exp1,3699.66309,677.54456
200 mA,exp1,3698.9834,660.04987
200 mA,exp1,3698.30371,680.76794
200 mA,exp1,3697.62402,666.75171
200 mA,exp1,3696.94434,711.76508
200 mA,exp1,3696.26465,694.27692
200 mA,exp1,3695.58496,590.02661
200 mA,exp1,3694.9043,687.08075
200 mA,exp1,3694.22461,673.07623
200 mA,exp1,3693.54395,641.73273
200 mA,exp1,3692.86328,561.84619
200 mA,exp1,3692.18262,620.69092
200 mA,exp1,3691.50195,741.91834
200 mA,exp1,3690.82129,724.45026
200 mA,exp1,3690.14063,686.19482
200 mA,exp1,3689.45898,647.95349
200 mA,exp1,3688.77832,630.51239
200 mA,exp1,3688.09668,703.13422
200 mA,exp1,3687.41504,644.13239
200 mA,exp1,3686.7334,644.01379
200 mA,exp1,3686.05176,685.43677
200 mA,exp1,3685.37012,605.7038
200 mA,exp1,3684.68848,570.987
200 mA,exp1,3684.00586,667.75873
200 mA,exp1,3683.32422,660.71729
200 mA,exp1,3682.6416,750.51965
200 mA,exp1,3681.95898,653.55811
200 mA,exp1,3681.27637,670.72449
200 mA,exp1,3680.59375,608.38031
200 mA,exp1,3679.91113,694.67011
200 mA,exp1,3679.22754,656.53247
200 mA,exp1,3678.54492,639.1377
200 mA,exp1,3677.86133,621.74927
200 mA,exp1,3677.17773,649.26306
200 mA,exp1,3676.49512,586.99152
200 mA,exp1,3675.81152,704.26025
200 mA,exp1,3675.12695,642.00147
200 mA,exp1,3674.44336,631.5304
200 mA,exp1,3673.75977,665.91779
200 mA,exp1,3673.0752,710.6416
200 mA,exp1,3672.39063,713.95996
200 mA,exp1,3671.70703,648.30811
200 mA,exp1,3671.02246,706.8017
200 mA,exp1,3670.33789,713.5661
200 mA,exp1,3669.65332,696.20215
200 mA,exp1,3668.96777,702.96594
200 mA,exp1,3668.2832,644.26691
200 mA,exp1,3667.59766,713.04132
200 mA,exp1,3666.91309,650.91803
200 mA,exp1,3666.22754,723.10931
200 mA,exp1,3665.54199,716.09088
200 mA,exp1,3664.85645,695.30652
200 mA,exp1,3664.16992,722.71051
200 mA,exp1,3663.48438,633.11566
200 mA,exp1,3662.79883,694.92316
200 mA,exp1,3662.11231,626.00378
200 mA,exp1,3661.42578,639.64447
200 mA,exp1,3660.74023,756.42969
200 mA,exp1,3660.05371,649.72241
200 mA,exp1,3659.36621,666.78827
200 mA,exp1,3658.67969,728.5213
200 mA,exp1,3657.99316,625.31372
200 mA,exp1,3657.30566,676.7262
200 mA,exp1,3656.61914,717.81616
200 mA,exp1,3655.93164,662.74188
200 mA,exp1,3655.24414,703.81928
200 mA,exp1,3654.55664,713.98785
200 mA,exp1,3653.86914,700.12866
200 mA,exp1,3653.18164,730.88232
200 mA,exp1,3652.49316,672.42542
200 mA,exp1,3651.80566,634.57062
200 mA,exp1,3651.11719,744.19745
200 mA,exp1,3650.42871,740.63184
200 mA,exp1,3649.74023,682.216
200 mA,exp1,3649.05176,692.37347
200 mA,exp1,3648.36328,664.83057
200 mA,exp1,3647.67481,661.28204
200 mA,exp1,3646.98535,726.2489
200 mA,exp1,3646.29688,623.36328
200 mA,exp1,3645.60742,674.61542
200 mA,exp1,3644.91797,708.72968
200 mA,exp1,3644.22852,739.40814
200 mA,exp1,3643.53906,687.9339
200 mA,exp1,3642.84961,725.44873
200 mA,exp1,3642.16016,636.36169
200 mA,exp1,3641.46973,687.55487
200 mA,exp1,3640.7793,721.62897
200 mA,exp1,3640.08984,724.91583
200 mA,exp1,3639.39941,755.5517
200 mA,exp1,3638.70898,714.39502
200 mA,exp1,3638.01856,673.25342
200 mA,exp1,3637.32715,693.63117
200 mA,exp1,3636.63672,717.41766
200 mA,exp1,3635.94531,696.79199
200 mA,exp1,3635.25488,761.54932
200 mA,exp1,3634.56348,747.75183
200 mA,exp1,3633.87207,665.68414
200 mA,exp1,3633.18066,617.77789
200 mA,exp1,3632.48926,679.0896
200 mA,exp1,3631.79785,614.13904
200 mA,exp1,3631.10547,620.84876
200 mA,exp1,3630.41406,712.82172
200 mA,exp1,3629.72168,695.64075
200 mA,exp1,3629.0293,722.78796
200 mA,exp1,3628.33691,739.69891
200 mA,exp1,3627.64453,691.84924
200 mA,exp1,3626.95215,698.53717
200 mA,exp1,3626.25977,739.29126
200 mA,exp1,3625.56641,715.31171
200 mA,exp1,3624.87305,735.61401
200 mA,exp1,3624.18066,779.74377
200 mA,exp1,3623.48731,731.93933
200 mA,exp1,3622.79395,714.78613
200 mA,exp1,3622.10059,684.02673
200 mA,exp1,3621.40625,673.69354
200 mA,exp1,3620.71289,710.9903
200 mA,exp1,3620.01953,717.66217
200 mA,exp1,3619.3252,669.92163
200 mA,exp1,3618.63086,717.39844
200 mA,exp1,3617.93652,764.85773
200 mA,exp1,3617.24219,693.34357
200 mA,exp1,3616.54785,717.00293
200 mA,exp1,3615.85352,798.41101
200 mA,exp1,3615.1582,750.70813
200 mA,exp1,3614.46387,723.40015
200 mA,exp1,3613.76856,679.12415
200 mA,exp1,3613.07324,712.94928
200 mA,exp1,3612.37793,641.53638
200 mA,exp1,3611.68262,733.04968
200 mA,exp1,3610.98731,760.05994
200 mA,exp1,3610.29199,715.81769
200 mA,exp1,3609.5957,705.51044
200 mA,exp1,3608.90039,722.33704
200 mA,exp1,3608.2041,793.40741
200 mA,exp1,3607.50781,789.87152
200 mA,exp1,3606.81152,786.33691
200 mA,exp1,3606.11523,786.19232
200 mA,exp1,3605.41895,809.76471
200 mA,exp1,3604.72168,799.45331
200 mA,exp1,3604.02539,775.59802
200 mA,exp1,3603.32813,758.52405
200 mA,exp1,3602.63086,731.29938
200 mA,exp1,3601.93359,765.01508
200 mA,exp1,3601.23633,754.72119
200 mA,exp1,3600.53906,768.11749
200 mA,exp1,3599.8418,835.63928
200 mA,exp1,3599.14356,683.27161
200 mA,exp1,3598.44629,706.81928
200 mA,exp1,3597.74805,764.17114
200 mA,exp1,3597.04981,767.41119
200 mA,exp1,3596.35156,807.83051
200 mA,exp1,3595.65332,753.61108
200 mA,exp1,3594.95508,824.42725
200 mA,exp1,3594.25586,746.57739
200 mA,exp1,3593.55762,746.44
200 mA,exp1,3592.8584,763.18732
200 mA,exp1,3592.16016,746.16528
200 mA,exp1,3591.46094,773.03345
200 mA,exp1,3590.76172,840.39258
200 mA,exp1,3590.06152,782.87225
