sample,experiment,wn,int,current_A,cell_voltage
400 mA,exp2,3484.33594,3141.31787,0.4,6.8
400 mA,exp2,3483.61719,3337.64136,0.4,6.8
400 mA,exp2,3482.89746,3212.32983,0.4,6.8
400 mA,exp2,3482.17871,3306.8667,0.4,6.8
400 mA,exp2,3481.45898,3283.2876,0.4,6.8
400 mA,exp2,3480.73926,3282.6731,0.4,6.8
400 mA,exp2,3480.01953,3377.14307,0.4,6.8
400 mA,exp2,3479.29981,3363.39795,0.4,6.8
400 mA,exp2,3478.5791,3267.71924,0.4,6.8
400 mA,exp2,3477.85938,3270.38403,0.4,6.8
400 mA,exp2,3477.13867,3223.90283,0.4,6.8
400 mA,exp2,3476.41797,3229.85034,0.4,6.8
400 mA,exp2,3475.69824,3350.42358,0.4,6.8
400 mA,exp2,3474.97754,3313.77637,0.4,6.8
400 mA,exp2,3474.25586,3352.44165,0.4,6.8
400 mA,exp2,3473.53516,3391.09229,0.4,6.8
400 mA,exp2,3472.81445,3233.36963,0.4,6.8
400 mA,exp2,3472.09277,3380.0044,0.4,6.8
400 mA,exp2,3471.37109,3212.52832,0.4,6.8
400 mA,exp2,3470.64941,3316.59131,0.4,6.8
400 mA,exp2,3469.92773,3335.59033,0.4,6.8
400 mA,exp2,3469.20606,3217.25977,0.4,6.8
400 mA,exp2,3468.48438,3164.35254,0.4,6.8
400 mA,exp2,3467.7627,3252.00391,0.4,6.8
400 mA,exp2,3467.04004,3244.85791,0.4,6.8
400 mA,exp2,3466.31738,3404.33765,0.4,6.8
400 mA,exp2,3465.5957,3390.63232,0.4,6.8
400 mA,exp2,3464.87305,3265.8916,0.4,6.8
400 mA,exp2,3464.15039,3392.62378,0.4,6.8
400 mA,exp2,3463.42676,3427.89771,0.4,6.8
400 mA,exp2,3462.7041,3384.82105,0.4,6.8
400 mA,exp2,3461.98047,3478.82446,0.4,6.8
400 mA,exp2,3461.25781,3363.97168,0.4,6.8
400 mA,exp2,3460.53418,3379.65039,0.4,6.8
400 mA,exp2,3459.81055,3418.15405,0.4,6.8
400 mA,exp2,3459.08691,3316.4209,0.4,6.8
400 mA,exp2,3458.36328,3247.32935,0.4,6.8
400 mA,exp2,3457.63867,3347.771,0.4,6.8
400 mA,exp2,3456.91504,3311.29053,0.4,6.8
400 mA,exp2,3456.19043,3157.51636,0.4,6.8
400 mA,exp2,3455.46582,3290.49683,0.4,6.8
400 mA,exp2,3454.74219,3250.7898,0.4,6.8
400 mA,exp2,3454.01758,3380.44531,0.4,6.8
400 mA,exp2,3453.29199,3314.68726,0.4,6.8
400 mA,exp2,3452.56738,3265.2312,0.4,6.8
400 mA,exp2,3451.84277,3443.63306,0.4,6.8
400 mA,exp2,3451.11719,3312.8147,0.4,6.8
400 mA,exp2,3450.3916,3308.93677,0.4,6.8
400 mA,exp2,3449.66602,3386.38574,0.4,6.8
400 mA,exp2,3448.94043,3473.56226,0.4,6.8
400 mA,exp2,3448.21484,3281.052,0.4,6.8
400 mA,exp2,3447.48926,3361.71265,0.4,6.8
400 mA,exp2,3446.7627,3270.06323,0.4,6.8
400 mA,exp2,3446.03711,3412.44409,0.4,6.8
400 mA,exp2,3445.31055,3301.323,0.4,6.8
400 mA,exp2,3444.58398,3251.96948,0.4,6.8
400 mA,exp2,3443.85742,3339.05469,0.4,6.8
400 mA,exp2,3443.13086,3257.23731,0.4,6.8
400 mA,exp2,3442.4043,3409.22583,0.4,6.8
400 mA,exp2,3441.67676,3385.8584,0.4,6.8
400 mA,exp2,3440.9502,3385.21899,0.4,6.8
400 mA,exp2,3440.22266,3433.25537,0.4,6.8
400 mA,exp2,3439.49512,3325.54077,0.4,6.8
400 mA,exp2,3438.76758,3191.91602,0.4,6.8
400 mA,exp2,3438.04004,3204.28589,0.4,6.8
400 mA,exp2,3437.3125,3362.56738,0.4,6.8
400 mA,exp2,3436.58398,3267.91431,0.4,6.8
400 mA,exp2,3435.85645,3358.05493,0.4,6.8
400 mA,exp2,3435.12793,3325.01245,0.4,6.8
400 mA,exp2,3434.39941,3321.14356,0.4,6.8
400 mA,exp2,3433.6709,3346.43164,0.4,6.8
400 mA,exp2,3432.94238,3268.0647,0.4,6.8
400 mA,exp2,3432.21387,3341.92749,0.4,6.8
400 mA,exp2,3431.48438,3422.23731,0.4,6.8
400 mA,exp2,3430.75586,3337.42578,0.4,6.8
400 mA,exp2,3430.02637,3301.19287,0.4,6.8
400 mA,exp2,3429.29688,3362.04907,0.4,6.8
400 mA,exp2,3428.56738,3342.00098,0.4,6.8
400 mA,exp2,3427.83789,3182.87158,0.4,6.8
400 mA,exp2,3427.1084,3237.24683,0.4,6.8
400 mA,exp2,3426.37793,3391.83691,0.4,6.8
400 mA,exp2,3425.64844,3391.19409,0.4,6.8
400 mA,exp2,3424.91797,3432.56982,0.4,6.8
400 mA,exp2,3424.1875,3338.20386,0.4,6.8
400 mA,exp2,3423.45703,3344.03296,0.4,6.8
400 mA,exp2,3422.72656,3097.89331,0.4,6.8
400 mA,exp2,3421.99609,3349.22437,0.4,6.8
400 mA,exp2,3421.26563,3416.40064,0.4,6.8
400 mA,exp2,3420.53418,3286.61255,0.4,6.8
400 mA,exp2,3419.80273,3205.29175,0.4,6.8
400 mA,exp2,3419.07227,3246.63818,0.4,6.8
400 mA,exp2,3418.34082,3417.03491,0.4,6.8
400 mA,exp2,3417.60938,3274.44019,0.4,6.8
400 mA,exp2,3416.87695,3309.29834,0.4,6.8
400 mA,exp2,3416.14551,3234.49902,0.4,6.8
400 mA,exp2,3415.41309,3337.05933,0.4,6.8
400 mA,exp2,3414.68164,3320.30762,0.4,6.8
400 mA,exp2,3413.94922,3355.12964,0.4,6.8
400 mA,exp2,3413.2168,3261.04321,0.4,6.8
400 mA,exp2,3412.48438,3373.18506,0.4,6.8
400 mA,exp2,3411.75195,3382.20728,0.4,6.8
400 mA,exp2,3411.01856,3397.66699,0.4,6.8
400 mA,exp2,3410.28613,3303.64307,0.4,6.8
400 mA,exp2,3409.55273,3348.08521,0.4,6.8
400 mA,exp2,3408.81934,3386.07275,0.4,6.8
400 mA,exp2,3408.08594,3266.35938,0.4,6.8
400 mA,exp2,3407.35254,3230.3457,0.4,6.8
400 mA,exp2,3406.61914,3268.33325,0.4,6.8
400 mA,exp2,3405.88574,3254.84619,0.4,6.8
400 mA,exp2,3405.15137,3218.85449,0.4,6.8
400 mA,exp2,3404.41699,3253.60669,0.4,6.8
400 mA,exp2,3403.68359,3195.12769,0.4,6.8
400 mA,exp2,3402.94922,3355.20923,0.4,6.8
400 mA,exp2,3402.21484,3261.38745,0.4,6.8
400 mA,exp2,3401.47949,3321.80518,0.4,6.8
400 mA,exp2,3400.74512,3289.05249,0.4,6.8
400 mA,exp2,3400.00977,3282.00269,0.4,6.8
400 mA,exp2,3399.27539,3185.05493,0.4,6.8
400 mA,exp2,3398.54004,3248.65015,0.4,6.8
400 mA,exp2,3397.80469,3369.99219,0.4,6.8
400 mA,exp2,3397.06934,3173.6062,0.4,6.8
400 mA,exp2,3396.33398,3256.4165,0.4,6.8
400 mA,exp2,3395.59766,3188.43384,0.4,6.8
400 mA,exp2,3394.86231,3184.61841,0.4,6.8
400 mA,exp2,3394.12598,3286.61694,0.4,6.8
400 mA,exp2,3393.38965,3237.90186,0.4,6.8
400 mA,exp2,3392.65332,3272.54126,0.4,6.8
400 mA,exp2,3391.91699,3207.82398,0.4,6.8
400 mA,exp2,3391.18066,3242.45532,0.4,6.8
400 mA,exp2,3390.44336,3184.17481,0.4,6.8
400 mA,exp2,3389.70703,3113.10523,0.4,6.8
400 mA,exp2,3388.96973,3192.56445,0.4,6.8
400 mA,exp2,3388.23242,3294.4043,0.4,6.8
400 mA,exp2,3387.49512,3149.73193,0.4,6.8
400 mA,exp2,3386.75781,3341.14966,0.4,6.8
400 mA,exp2,3386.02051,3212.52173,0.4,6.8
400 mA,exp2,3385.2832,3343.07105,0.4,6.8
400 mA,exp2,3384.54492,3236.88086,0.4,6.8
400 mA,exp2,3383.80664,3169.10596,0.4,6.8
400 mA,exp2,3383.06836,3312.37695,0.4,6.8
400 mA,exp2,3382.33008,3276.57959,0.4,6.8
400 mA,exp2,3381.5918,3275.95239,0.4,6.8
400 mA,exp2,3380.85352,3233.78442,0.4,6.8
400 mA,exp2,3380.11523,3198.02222,0.4,6.8
400 mA,exp2,3379.37598,3325.17822,0.4,6.8
400 mA,exp2,3378.63672,3180.8291,0.4,6.8
400 mA,exp2,3377.89746,3323.9043,0.4,6.8
400 mA,exp2,3377.1582,3329.6521,0.4,6.8
400 mA,exp2,3376.41895,3303.47974,0.4,6.8
400 mA,exp2,3375.67969,3168.81787,0.4,6.8
400 mA,exp2,3374.94043,3190.54419,0.4,6.8
400 mA,exp2,3374.2002,3154.84302,0.4,6.8
400 mA,exp2,3373.45996,3310.51465,0.4,6.8
400 mA,exp2,3372.71973,3191.89746,0.4,6.8
400 mA,exp2,3371.97949,3286.92798,0.4,6.8
400 mA,exp2,3371.23926,3232.10986,0.4,6.8
400 mA,exp2,3370.49902,3282.47949,0.4,6.8
400 mA,exp2,3369.75781,3122.53638,0.4,6.8
400 mA,exp2,3369.01758,3099.63721,0.4,6.8
400 mA,exp2,3368.27637,3229.62866,0.4,6.8
400 mA,exp2,3367.53516,3149.39771,0.4,6.8
400 mA,exp2,3366.79395,3177.44702,0.4,6.8
400 mA,exp2,3366.05273,3138.63794,0.4,6.8
400 mA,exp2,3365.31152,3284.43408,0.4,6.8
400 mA,exp2,3364.56934,3255.16504,0.4,6.8
400 mA,exp2,3363.82813,3318.16675,0.4,6.8
400 mA,exp2,3363.08594,3276.17896,0.4,6.8
400 mA,exp2,3362.34375,3285.08936,0.4,6.8
400 mA,exp2,3361.60156,3236.7644,0.4,6.8
400 mA,exp2,3360.85938,3175.74243,0.4,6.8
400 mA,exp2,3360.11621,3127.45679,0.4,6.8
400 mA,exp2,3359.37402,3142.74341,0.4,6.8
400 mA,exp2,3358.63086,3113.54468,0.4,6.8
400 mA,exp2,3357.8877,3233.65137,0.4,6.8
400 mA,exp2,3357.14453,3201.27026,0.4,6.8
400 mA,exp2,3356.40137,3305.43701,0.4,6.8
400 mA,exp2,3355.6582,3222.25977,0.4,6.8
400 mA,exp2,3354.91504,3323.20801,0.4,6.8
400 mA,exp2,3354.1709,3208.32471,0.4,6.8
400 mA,exp2,3353.42676,3207.70654,0.4,6.8
400 mA,exp2,3352.68359,3254.67114,0.4,6.8
400 mA,exp2,3351.93945,3250.87231,0.4,6.8
400 mA,exp2,3351.19531,3158.28735,0.4,6.8
400 mA,exp2,3350.4502,3240.10767,0.4,6.8
400 mA,exp2,3349.70606,3109.52319,0.4,6.8
400 mA,exp2,3348.96094,3327.59375,0.4,6.8
400 mA,exp2,3348.2168,3168.52564,0.4,6.8
400 mA,exp2,3347.47168,3212.26489,0.4,6.8
400 mA,exp2,3346.72656,3224.31421,0.4,6.8
400 mA,exp2,3345.98145,3188.85815,0.4,6.8
400 mA,exp2,3345.23535,3118.58887,0.4,6.8
400 mA,exp2,3344.49023,3279.42554,0.4,6.8
400 mA,exp2,3343.74414,3348.41919,0.4,6.8
400 mA,exp2,3342.99902,3243.3523,0.4,6.8
400 mA,exp2,3342.25293,3204.76196,0.4,6.8
400 mA,exp2,3341.50684,3042.82861,0.4,6.8
400 mA,exp2,3340.76074,3092.83911,0.4,6.8
400 mA,exp2,3340.01367,3114.37378,0.4,6.8
400 mA,exp2,3339.26758,3135.90015,0.4,6.8
400 mA,exp2,3338.52051,3144.77564,0.4,6.8
400 mA,exp2,3337.77344,3182.08691,0.4,6.8
400 mA,exp2,3337.02637,3165.67481,0.4,6.8
400 mA,exp2,3336.2793,3123.99854,0.4,6.8
400 mA,exp2,3335.53223,3136.02661,0.4,6.8
400 mA,exp2,3334.78516,3258.56323,0.4,6.8
400 mA,exp2,3334.03711,3188.48047,0.4,6.8
400 mA,exp2,3333.29004,3301.48999,0.4,6.8
400 mA,exp2,3332.54199,3244.04834,0.4,6.8
400 mA,exp2,3331.79395,3006.78931,0.4,6.8
400 mA,exp2,3331.0459,3227.01953,0.4,6.8
400 mA,exp2,3330.29785,3169.625,0.4,6.8
400 mA,exp2,3329.54883,3228.92261,0.4,6.8
400 mA,exp2,3328.80078,3143.17578,0.4,6.8
400 mA,exp2,3328.05176,3158.32666,0.4,6.8
400 mA,exp2,3327.30273,3135.65454,0.4,6.8
400 mA,exp2,3326.55371,3229.5708,0.4,6.8
400 mA,exp2,3325.80469,3143.8894,0.4,6.8
400 mA,exp2,3325.05566,3149.57886,0.4,6.8
400 mA,exp2,3324.30566,3114.3291,0.4,6.8
400 mA,exp2,3323.55664,3302.62647,0.4,6.8
400 mA,exp2,3322.80664,3264.21265,0.4,6.8
400 mA,exp2,3322.05664,3279.3147,0.4,6.8
400 mA,exp2,3321.30664,3105.61939,0.4,6.8
400 mA,exp2,3320.55664,3105.0166,0.4,6.8
400 mA,exp2,3319.80566,3208.2085,0.4,6.8
400 mA,exp2,3319.05566,3150.9812,0.4,6.8
400 mA,exp2,3318.30469,3228.97119,0.4,6.8
400 mA,exp2,3317.55469,3105.74854,0.4,6.8
400 mA,exp2,3316.80371,3205.71655,0.4,6.8
400 mA,exp2,3316.05273,3208.23584,0.4,6.8
400 mA,exp2,3315.30078,3100.79663,0.4,6.8
400 mA,exp2,3314.54981,3109.61694,0.4,6.8
400 mA,exp2,3313.79785,3168.68018,0.4,6.8
400 mA,exp2,3313.04688,3190.04273,0.4,6.8
400 mA,exp2,3312.29492,3220.81421,0.4,6.8
400 mA,exp2,3311.54297,3144.86157,0.4,6.8
400 mA,exp2,3310.79102,3272.90674,0.4,6.8
400 mA,exp2,3310.03906,3300.5061,0.4,6.8
400 mA,exp2,3309.28613,3130.47925,0.4,6.8
400 mA,exp2,3308.53418,3195.72876,0.4,6.8
400 mA,exp2,3307.78125,3179.42896,0.4,6.8
400 mA,exp2,3307.02832,3228.96875,0.4,6.8
400 mA,exp2,3306.27539,3184.45947,0.4,6.8
400 mA,exp2,3305.52246,3196.37402,0.4,6.8
400 mA,exp2,3304.76856,3202.01758,0.4,6.8
400 mA,exp2,3304.01563,3176.33398,0.4,6.8
400 mA,exp2,3303.26172,3109.9458,0.4,6.8
400 mA,exp2,3302.50781,3222.06494,0.4,6.8
400 mA,exp2,3301.75488,3218.30615,0.4,6.8
400 mA,exp2,3301.0,3305.31982,0.4,6.8
400 mA,exp2,3300.24609,3242.08667,0.4,6.8
400 mA,exp2,3299.49219,3213.29492,0.4,6.8
400 mA,exp2,3298.73731,3209.54004,0.4,6.8
400 mA,exp2,3297.9834,3318.37988,0.4,6.8
400 mA,exp2,3297.22852,3083.20825,0.4,6.8
400 mA,exp2,3296.47363,3182.65064,0.4,6.8
400 mA,exp2,3295.71875,3157.02344,0.4,6.8
400 mA,exp2,3294.96289,3256.41211,0.4,6.8
400 mA,exp2,3294.20801,3155.79077,0.4,6.8
400 mA,exp2,3293.45215,3073.95239,0.4,6.8
400 mA,exp2,3292.69727,3176.42163,0.4,6.8
400 mA,exp2,3291.94141,3166.43311,0.4,6.8
400 mA,exp2,3291.18555,3150.20386,0.4,6.8
400 mA,exp2,3290.42969,3155.8313,0.4,6.8
400 mA,exp2,3289.67285,3155.2146,0.4,6.8
400 mA,exp2,3288.91699,3182.68042,0.4,6.8
400 mA,exp2,3288.16016,3135.26318,0.4,6.8
400 mA,exp2,3287.40332,3134.65039,0.4,6.8
400 mA,exp2,3286.64648,3081.02368,0.4,6.8
400 mA,exp2,3285.88965,3251.9021,0.4,6.8
400 mA,exp2,3285.13281,3145.28027,0.4,6.8
400 mA,exp2,3284.37598,3144.66504,0.4,6.8
400 mA,exp2,3283.61816,3134.70166,0.4,6.8
400 mA,exp2,3282.86035,3059.31885,0.4,6.8
400 mA,exp2,3282.10254,3211.34448,0.4,6.8
400 mA,exp2,3281.34473,3157.7749,0.4,6.8
400 mA,exp2,3280.58691,3126.021,0.4,6.8
400 mA,exp2,3279.8291,3293.50855,0.4,6.8
400 mA,exp2,3279.07031,3218.16699,0.4,6.8
400 mA,exp2,3278.3125,2977.93286,0.4,6.8
400 mA,exp2,3277.55371,3251.12891,0.4,6.8
400 mA,exp2,3276.79492,3206.94458,0.4,6.8
400 mA,exp2,3276.03613,3187.65649,0.4,6.8
400 mA,exp2,3275.27734,3261.65503,0.4,6.8
400 mA,exp2,3274.51758,3139.77686,0.4,6.8
400 mA,exp2,3273.75879,3195.10669,0.4,6.8
400 mA,exp2,3272.99902,3113.68579,0.4,6.8
400 mA,exp2,3272.23926,3178.31934,0.4,6.8
400 mA,exp2,3271.47949,3193.2273,0.4,6.8
400 mA,exp2,3270.71973,3242.29102,0.4,6.8
400 mA,exp2,3269.95996,3226.12988,0.4,6.8
400 mA,exp2,3269.19922,3244.12329,0.4,6.8
400 mA,exp2,3268.43945,3193.82544,0.4,6.8
400 mA,exp2,3267.67871,3100.10254,0.4,6.8
400 mA,exp2,3266.91797,3121.21216,0.4,6.8
400 mA,exp2,3266.15723,3046.15161,0.4,6.8
400 mA,exp2,3265.39648,3154.10156,0.4,6.8
400 mA,exp2,3264.63574,3268.21069,0.4,6.8
400 mA,exp2,3263.87402,3196.26489,0.4,6.8
400 mA,exp2,3263.11231,3310.32031,0.4,6.8
400 mA,exp2,3262.35156,3284.87842,0.4,6.8
400 mA,exp2,3261.58984,3104.52954,0.4,6.8
400 mA,exp2,3260.82715,3103.91943,0.4,6.8
400 mA,exp2,3260.06543,3202.41699,0.4,6.8
400 mA,exp2,3259.30371,3108.89209,0.4,6.8
400 mA,exp2,3258.54102,3179.48657,0.4,6.8
400 mA,exp2,3257.77832,3144.81299,0.4,6.8
400 mA,exp2,3257.01563,3184.42529,0.4,6.8
400 mA,exp2,3256.25293,3217.83374,0.4,6.8
400 mA,exp2,3255.49023,3130.58374,0.4,6.8
400 mA,exp2,3254.72754,3262.96045,0.4,6.8
400 mA,exp2,3253.96387,3163.36646,0.4,6.8
400 mA,exp2,3253.20117,3085.45313,0.4,6.8
400 mA,exp2,3252.4375,3168.30347,0.4,6.8
400 mA,exp2,3251.67383,3164.58911,0.4,6.8
400 mA,exp2,3250.91016,3216.49292,0.4,6.8
400 mA,exp2,3250.14551,3277.64356,0.4,6.8
400 mA,exp2,3249.38184,3224.49194,0.4,6.8
400 mA,exp2,3248.61719,3137.39307,0.4,6.8
400 mA,exp2,3247.85352,3186.1731,0.4,6.8
400 mA,exp2,3247.08887,3210.2395,0.4,6.8
400 mA,exp2,3246.32422,3203.43433,0.4,6.8
400 mA,exp2,3245.55859,3316.96851,0.4,6.8
400 mA,exp2,3244.79395,3121.96314,0.4,6.8
400 mA,exp2,3244.0293,3272.48023,0.4,6.8
400 mA,exp2,3243.26367,3191.65796,0.4,6.8
400 mA,exp2,3242.49805,3271.1897,0.4,6.8
400 mA,exp2,3241.73242,3187.3169,0.4,6.8
400 mA,exp2,3240.9668,3226.75293,0.4,6.8
400 mA,exp2,3240.20117,3182.97827,0.4,6.8
400 mA,exp2,3239.43457,3154.62402,0.4,6.8
400 mA,exp2,3238.66895,3243.32373,0.4,6.8
400 mA,exp2,3237.90234,3221.12744,0.4,6.8
400 mA,exp2,3237.13574,3226.64941,0.4,6.8
400 mA,exp2,3236.36914,3278.34277,0.4,6.8
400 mA,exp2,3235.60254,3191.52124,0.4,6.8
400 mA,exp2,3234.83496,3237.04688,0.4,6.8
400 mA,exp2,3234.06836,3181.03174,0.4,6.8
400 mA,exp2,3233.30078,3260.375,0.4,6.8
400 mA,exp2,3232.5332,3281.25732,0.4,6.8
400 mA,exp2,3231.76563,3243.71387,0.4,6.8
400 mA,exp2,3230.99805,3209.25903,0.4,6.8
400 mA,exp2,3230.23047,3239.35864,0.4,6.8
400 mA,exp2,3229.46191,3125.02539,0.4,6.8
400 mA,exp2,3228.69434,3247.29492,0.4,6.8
400 mA,exp2,3227.92578,3268.15405,0.4,6.8
400 mA,exp2,3227.15723,3224.5144,0.4,6.8
400 mA,exp2,3226.38867,3193.1731,0.4,6.8
400 mA,exp2,3225.62012,3284.63428,0.4,6.8
400 mA,exp2,3224.85059,3222.60181,0.4,6.8
400 mA,exp2,3224.08203,3280.2666,0.4,6.8
400 mA,exp2,3223.3125,3245.87036,0.4,6.8
400 mA,exp2,3222.54297,3193.08374,0.4,6.8
400 mA,exp2,3221.77344,3167.91821,0.4,6.8
400 mA,exp2,3221.00391,3173.42334,0.4,6.8
400 mA,exp2,3220.23438,3212.64673,0.4,6.8
400 mA,exp2,3219.46387,3212.01099,0.4,6.8
400 mA,exp2,3218.69336,3220.56787,0.4,6.8
400 mA,exp2,3217.92383,3287.3313,0.4,6.8
400 mA,exp2,3217.15332,3197.85107,0.4,6.8
400 mA,exp2,3216.38281,3151.28076,0.4,6.8
400 mA,exp2,3215.61133,3126.16162,0.4,6.8
400 mA,exp2,3214.84082,3217.38013,0.4,6.8
400 mA,exp2,3214.06934,3152.46899,0.4,6.8
400 mA,exp2,3213.29883,3246.70581,0.4,6.8
400 mA,exp2,3212.52734,3086.97168,0.4,6.8
400 mA,exp2,3211.75586,3135.30127,0.4,6.8
400 mA,exp2,3210.9834,3131.62158,0.4,6.8
400 mA,exp2,3210.21191,3201.32617,0.4,6.8
400 mA,exp2,3209.43945,3307.68701,0.4,6.8
400 mA,exp2,3208.66797,3303.97461,0.4,6.8
400 mA,exp2,3207.89551,3132.19482,0.4,6.8
400 mA,exp2,3207.12305,3171.29102,0.4,6.8
400 mA,exp2,3206.35059,3253.13599,0.4,6.8
400 mA,exp2,3205.57715,3121.16943,0.4,6.8
400 mA,exp2,3204.80469,3181.61792,0.4,6.8
400 mA,exp2,3204.03125,3248.14771,0.4,6.8
400 mA,exp2,3203.25879,3253.60742,0.4,6.8
400 mA,exp2,3202.48535,3216.34302,0.4,6.8
400 mA,exp2,3201.71191,3227.90845,0.4,6.8
400 mA,exp2,3200.9375,3178.4624,0.4,6.8
400 mA,exp2,3200.16406,3086.33911,0.4,6.8
400 mA,exp2,3199.38965,3097.92285,0.4,6.8
400 mA,exp2,3198.61621,3106.45337,0.4,6.8
400 mA,exp2,3197.8418,3255.18506,0.4,6.8
400 mA,exp2,3197.06738,3190.54492,0.4,6.8
400 mA,exp2,3196.29297,3220.37842,0.4,6.8
400 mA,exp2,3195.51758,3238.01538,0.4,6.8
400 mA,exp2,3194.74316,3213.00806,0.4,6.8
400 mA,exp2,3193.96777,3282.40234,0.4,6.8
400 mA,exp2,3193.19238,3220.86426,0.4,6.8
400 mA,exp2,3192.41699,3119.78247,0.4,6.8
400 mA,exp2,3191.6416,3131.33496,0.4,6.8
400 mA,exp2,3190.86621,3267.62427,0.4,6.8
400 mA,exp2,3190.08984,3145.29956,0.4,6.8
400 mA,exp2,3189.31445,3205.49976,0.4,6.8
400 mA,exp2,3188.53809,3174.45581,0.4,6.8
400 mA,exp2,3187.76172,3216.3855,0.4,6.8
400 mA,exp2,3186.98535,3130.64111,0.4,6.8
400 mA,exp2,3186.20898,3202.95117,0.4,6.8
400 mA,exp2,3185.43164,3269.15552,0.4,6.8
400 mA,exp2,3184.65527,3304.95703,0.4,6.8
400 mA,exp2,3183.87793,3185.85498,0.4,6.8
400 mA,exp2,3183.10059,3157.89331,0.4,6.8
400 mA,exp2,3182.32324,3306.02075,0.4,6.8
400 mA,exp2,3181.5459,3132.35498,0.4,6.8
400 mA,exp2,3180.76758,3316.84375,0.4,6.8
400 mA,exp2,3179.99023,3301.01367,0.4,6.8
400 mA,exp2,3179.21191,3206.32056,0.4,6.8
400 mA,exp2,3178.43359,3181.41992,0.4,6.8
400 mA,exp2,3177.65527,3074.65942,0.4,6.8
400 mA,exp2,3176.87695,3246.84863,0.4,6.8
400 mA,exp2,3176.09863,3164.36523,0.4,6.8
400 mA,exp2,3175.32031,3251.6167,0.4,6.8
400 mA,exp2,3174.54102,3199.46265,0.4,6.8
400 mA,exp2,3173.76172,3147.32935,0.4,6.8
400 mA,exp2,3172.98242,3104.30225,0.4,6.8
400 mA,exp2,3172.20313,3212.69116,0.4,6.8
400 mA,exp2,3171.42383,3136.3667,0.4,6.8
400 mA,exp2,3170.64356,3211.41138,0.4,6.8
400 mA,exp2,3169.86426,3177.48364,0.4,6.8
400 mA,exp2,3169.08398,3161.72266,0.4,6.8
400 mA,exp2,3168.30371,3257.8916,0.4,6.8
400 mA,exp2,3167.52344,3184.65747,0.4,6.8
400 mA,exp2,3166.74316,3138.6665,0.4,6.8
400 mA,exp2,3165.96289,3186.41138,0.4,6.8
400 mA,exp2,3165.18164,3212.97925,0.4,6.8
400 mA,exp2,3164.40039,3085.41675,0.4,6.8
400 mA,exp2,3163.61914,3172.4209,0.4,6.8
400 mA,exp2,3162.83789,3165.74683,0.4,6.8
400 mA,exp2,3162.05664,3156.05518,0.4,6.8
400 mA,exp2,3161.27539,3200.71899,0.4,6.8
400 mA,exp2,3160.49316,3181.96704,0.4,6.8
400 mA,exp2,3159.71191,3145.11231,0.4,6.8
400 mA,exp2,3158.92969,3241.05273,0.4,6.8
400 mA,exp2,3158.14746,3104.63501,0.4,6.8
400 mA,exp2,3157.36523,3173.396,0.4,6.8
400 mA,exp2,3156.58301,3202.92236,0.4,6.8
400 mA,exp2,3155.79981,3307.81982,0.4,6.8
400 mA,exp2,3155.01758,3340.32202,0.4,6.8
400 mA,exp2,3154.23438,3318.55664,0.4,6.8
400 mA,exp2,3153.45117,3278.71851,0.4,6.8
400 mA,exp2,3152.66797,3202.74097,0.4,6.8
400 mA,exp2,3151.88477,3325.60718,0.4,6.8
400 mA,exp2,3151.10059,3273.74414,0.4,6.8
400 mA,exp2,3150.31738,3125.54565,0.4,6.8
400 mA,exp2,3149.5332,3164.05835,0.4,6.8
400 mA,exp2,3148.74902,3130.31763,0.4,6.8
400 mA,exp2,3147.96484,3247.05615,0.4,6.8
400 mA,exp2,3147.18066,3189.24219,0.4,6.8
400 mA,exp2,3146.39551,3182.58936,0.4,6.8
400 mA,exp2,3145.61133,3148.87109,0.4,6.8
400 mA,exp2,3144.82617,3190.33911,0.4,6.8
400 mA,exp2,3144.04102,3252.83472,0.4,6.8
400 mA,exp2,3143.25586,3146.98486,0.4,6.8
400 mA,exp2,3142.4707,3080.2439,0.4,6.8
400 mA,exp2,3141.68555,3229.85449,0.4,6.8
400 mA,exp2,3140.89941,3202.17407,0.4,6.8
400 mA,exp2,3140.11426,3213.54761,0.4,6.8
400 mA,exp2,3139.32813,3251.94092,0.4,6.8
400 mA,exp2,3138.54199,3161.22778,0.4,6.8
400 mA,exp2,3137.75586,3121.57642,0.4,6.8
400 mA,exp2,3136.96875,3051.93164,0.4,6.8
400 mA,exp2,3136.18262,3105.32764,0.4,6.8
400 mA,exp2,3135.39551,3164.70142,0.4,6.8
400 mA,exp2,3134.6084,3146.07422,0.4,6.8
400 mA,exp2,3133.82129,3163.43677,0.4,6.8
400 mA,exp2,3133.03418,3261.73584,0.4,6.8
400 mA,exp2,3132.24707,3078.24731,0.4,6.8
400 mA,exp2,3131.45996,3197.50098,0.4,6.8
400 mA,exp2,3130.67188,3193.86572,0.4,6.8
400 mA,exp2,3129.88379,3121.33472,0.4,6.8
400 mA,exp2,3129.0957,3126.70068,0.4,6.8
400 mA,exp2,3128.30762,3296.7522,0.4,6.8
400 mA,exp2,3127.51953,3245.19971,0.4,6.8
400 mA,exp2,3126.73145,3169.72266,0.4,6.8
400 mA,exp2,3125.94238,3216.96948,0.4,6.8
400 mA,exp2,3125.15332,3198.37476,0.4,6.8
400 mA,exp2,3124.36523,3212.6919,0.4,6.8
400 mA,exp2,3123.5752,3152.23462,0.4,6.8
400 mA,exp2,3122.78613,3130.67334,0.4,6.8
400 mA,exp2,3121.99707,3109.12061,0.4,6.8
