sample,experiment,wn,int,current_A,cell_voltage
400 mA,exp2,3121.20703,2979.97437,0.4,6.8
400 mA,exp2,3120.41797,3119.83057,0.4,6.8
400 mA,exp2,3119.62793,3110.24341,0.4,6.8
400 mA,exp2,3118.83789,3145.46704,0.4,6.8
400 mA,exp2,3118.04785,3207.55542,0.4,6.8
400 mA,exp2,3117.25684,2991.92529,0.4,6.8
400 mA,exp2,3116.4668,3227.16992,0.4,6.8
400 mA,exp2,3115.67578,3128.02734,0.4,6.8
400 mA,exp2,3114.88477,3058.76587,0.4,6.8
400 mA,exp2,3114.09375,3147.66089,0.4,6.8
400 mA,exp2,3113.30273,3141.06543,0.4,6.8
400 mA,exp2,3112.51172,3223.94336,0.4,6.8
400 mA,exp2,3111.71973,3232.24365,0.4,6.8
400 mA,exp2,3110.92871,3115.33106,0.4,6.8
400 mA,exp2,3110.13672,3186.24194,0.4,6.8
400 mA,exp2,3109.34473,3197.52417,0.4,6.8
400 mA,exp2,3108.55273,3238.59595,0.4,6.8
400 mA,exp2,3107.76074,3231.99048,0.4,6.8
400 mA,exp2,3106.96777,3130.08496,0.4,6.8
400 mA,exp2,3106.17578,3081.81714,0.4,6.8
400 mA,exp2,3105.38281,3182.4187,0.4,6.8
400 mA,exp2,3104.58984,3178.80542,0.4,6.8
400 mA,exp2,3103.79688,3124.60474,0.4,6.8
400 mA,exp2,3103.00391,3183.48364,0.4,6.8
400 mA,exp2,3102.20996,3260.18701,0.4,6.8
400 mA,exp2,3101.41699,3244.66431,0.4,6.8
400 mA,exp2,3100.62305,3232.12134,0.4,6.8
400 mA,exp2,3099.8291,3172.01782,0.4,6.8
400 mA,exp2,3099.03516,3091.13232,0.4,6.8
400 mA,exp2,3098.24121,3141.03174,0.4,6.8
400 mA,exp2,3097.44629,3134.46094,0.4,6.8
400 mA,exp2,3096.65234,3157.59741,0.4,6.8
400 mA,exp2,3095.85742,3094.59839,0.4,6.8
400 mA,exp2,3095.0625,3129.61011,0.4,6.8
400 mA,exp2,3094.26758,3188.35742,0.4,6.8
400 mA,exp2,3093.47266,3104.61304,0.4,6.8
400 mA,exp2,3092.67676,3225.65869,0.4,6.8
400 mA,exp2,3091.88184,3085.56909,0.4,6.8
400 mA,exp2,3091.08594,3096.81665,0.4,6.8
400 mA,exp2,3090.29004,3277.10498,0.4,6.8
400 mA,exp2,3089.49414,3131.15845,0.4,6.8
400 mA,exp2,3088.69824,3177.96411,0.4,6.8
400 mA,exp2,3087.90234,3159.54443,0.4,6.8
400 mA,exp2,3087.10547,3152.9856,0.4,6.8
400 mA,exp2,3086.30957,3099.02515,0.4,6.8
400 mA,exp2,3085.5127,3068.78345,0.4,6.8
400 mA,exp2,3084.71582,3198.47754,0.4,6.8
400 mA,exp2,3083.91895,3144.54004,0.4,6.8
400 mA,exp2,3083.12109,3173.5144,0.4,6.8
400 mA,exp2,3082.32422,3172.87915,0.4,6.8
400 mA,exp2,3081.52637,2979.89746,0.4,6.8
400 mA,exp2,3080.72852,3124.27197,0.4,6.8
400 mA,exp2,3079.93066,3206.47046,0.4,6.8
400 mA,exp2,3079.13281,3087.53247,0.4,6.8
400 mA,exp2,3078.33496,3107.61231,0.4,6.8
400 mA,exp2,3077.53613,2994.65405,0.4,6.8
400 mA,exp2,3076.73828,3168.43677,0.4,6.8
400 mA,exp2,3075.93945,3147.11743,0.4,6.8
400 mA,exp2,3075.14063,3122.85205,0.4,6.8
400 mA,exp2,3074.3418,3104.50391,0.4,6.8
400 mA,exp2,3073.54199,3077.30322,0.4,6.8
400 mA,exp2,3072.74316,3227.27393,0.4,6.8
400 mA,exp2,3071.94336,3185.29883,0.4,6.8
400 mA,exp2,3071.14453,3175.80713,0.4,6.8
400 mA,exp2,3070.34473,3175.17163,0.4,6.8
400 mA,exp2,3069.54492,3159.78467,0.4,6.8
400 mA,exp2,3068.74414,3265.34229,0.4,6.8
400 mA,exp2,3067.94434,3137.87622,0.4,6.8
400 mA,exp2,3067.14356,3063.53491,0.4,6.8
400 mA,exp2,3066.34277,3160.20435,0.4,6.8
400 mA,exp2,3065.54297,3197.8877,0.4,6.8
400 mA,exp2,3064.74121,3211.98169,0.4,6.8
400 mA,exp2,3063.94043,3196.60815,0.4,6.8
400 mA,exp2,3063.13965,3234.26148,0.4,6.8
400 mA,exp2,3062.33789,3148.20923,0.4,6.8
400 mA,exp2,3061.53613,3085.74683,0.4,6.8
400 mA,exp2,3060.73535,3188.16333,0.4,6.8
400 mA,exp2,3059.93262,3199.29858,0.4,6.8
400 mA,exp2,3059.13086,3195.71582,0.4,6.8
400 mA,exp2,3058.3291,3162.71411,0.4,6.8
400 mA,exp2,3057.52637,3212.08643,0.4,6.8
400 mA,exp2,3056.72363,3199.68042,0.4,6.8
400 mA,exp2,3055.92188,3054.96606,0.4,6.8
400 mA,exp2,3055.11816,3218.97852,0.4,6.8
400 mA,exp2,3054.31543,3177.18726,0.4,6.8
400 mA,exp2,3053.5127,3179.49023,0.4,6.8
400 mA,exp2,3052.70898,3081.90234,0.4,6.8
400 mA,exp2,3051.90625,3207.59229,0.4,6.8
400 mA,exp2,3051.10254,3121.78467,0.4,6.8
400 mA,exp2,3050.29883,3165.20313,0.4,6.8
400 mA,exp2,3049.49414,3232.08911,0.4,6.8
400 mA,exp2,3048.69043,3075.88745,0.4,6.8
400 mA,exp2,3047.88574,3075.27246,0.4,6.8
400 mA,exp2,3047.08203,3057.05469,0.4,6.8
400 mA,exp2,3046.27734,3088.70923,0.4,6.8
400 mA,exp2,3045.47266,3105.68799,0.4,6.8
400 mA,exp2,3044.66797,3110.93115,0.4,6.8
400 mA,exp2,3043.86231,3221.70606,0.4,6.8
400 mA,exp2,3043.05762,3168.30591,0.4,6.8
400 mA,exp2,3042.25195,3153.021,0.4,6.8
400 mA,exp2,3041.44629,2994.18555,0.4,6.8
400 mA,exp2,3040.64063,3037.52441,0.4,6.8
400 mA,exp2,3039.83496,3063.27441,0.4,6.8
400 mA,exp2,3039.0293,3071.44629,0.4,6.8
400 mA,exp2,3038.22266,3073.76001,0.4,6.8
400 mA,exp2,3037.41602,3134.60889,0.4,6.8
400 mA,exp2,3036.60938,3131.0564,0.4,6.8
400 mA,exp2,3035.80273,3107.02588,0.4,6.8
400 mA,exp2,3034.99609,3243.88281,0.4,6.8
400 mA,exp2,3034.18945,3108.70923,0.4,6.8
400 mA,exp2,3033.38184,3008.67627,0.4,6.8
400 mA,exp2,3032.5752,3142.54736,0.4,6.8
400 mA,exp2,3031.76758,3101.00171,0.4,6.8
400 mA,exp2,3030.95996,3015.64063,0.4,6.8
400 mA,exp2,3030.15234,3053.0188,0.4,6.8
400 mA,exp2,3029.34375,3078.69775,0.4,6.8
400 mA,exp2,3028.53613,2964.18823,0.4,6.8
400 mA,exp2,3027.72754,3127.10547,0.4,6.8
400 mA,exp2,3026.91895,3176.10791,0.4,6.8
400 mA,exp2,3026.11035,3114.18262,0.4,6.8
400 mA,exp2,3025.30176,3133.98731,0.4,6.8
400 mA,exp2,3024.49316,3037.08545,0.4,6.8
400 mA,exp2,3023.68359,3065.64844,0.4,6.8
400 mA,exp2,3022.875,2992.12891,0.4,6.8
400 mA,exp2,3022.06543,3181.05396,0.4,6.8
400 mA,exp2,3021.25586,3122.1167,0.4,6.8
400 mA,exp2,3020.44629,3007.82593,0.4,6.8
400 mA,exp2,3019.63574,3036.36572,0.4,6.8
400 mA,exp2,3018.82617,3009.53955,0.4,6.8
400 mA,exp2,3018.01563,2971.07275,0.4,6.8
400 mA,exp2,3017.20508,3034.54956,0.4,6.8
400 mA,exp2,3016.39453,3167.88062,0.4,6.8
400 mA,exp2,3015.58398,3103.20532,0.4,6.8
400 mA,exp2,3014.77344,3146.24414,0.4,6.8
400 mA,exp2,3013.96191,3055.40942,0.4,6.8
400 mA,exp2,3013.15137,3150.80859,0.4,6.8
400 mA,exp2,3012.33984,3126.9104,0.4,6.8
400 mA,exp2,3011.52832,3120.47095,0.4,6.8
400 mA,exp2,3010.7168,3093.68091,0.4,6.8
400 mA,exp2,3009.9043,3061.08716,0.4,6.8
400 mA,exp2,3009.09277,3153.4834,0.4,6.8
400 mA,exp2,3008.28027,3004.65649,0.4,6.8
400 mA,exp2,3007.46875,3128.98486,0.4,6.8
400 mA,exp2,3006.65625,3200.97925,0.4,6.8
400 mA,exp2,3005.84277,3089.98511,0.4,6.8
400 mA,exp2,3005.03027,3118.40527,0.4,6.8
400 mA,exp2,3004.21777,3193.26148,0.4,6.8
400 mA,exp2,3003.4043,3093.94458,0.4,6.8
400 mA,exp2,3002.59082,3151.36499,0.4,6.8
400 mA,exp2,3001.77734,3118.82398,0.4,6.8
500 mA,exp1,3750.19922,1937.38623,0.5,7.4
500 mA,exp1,3749.5293,1916.2511,0.5,7.4
500 mA,exp1,3748.85938,1831.36926,0.5,7.4
500 mA,exp1,3748.18945,1792.2948,0.5,7.4
500 mA,exp1,3747.51856,1946.86511,0.5,7.4
500 mA,exp1,3746.84863,1823.30615,0.5,7.4
500 mA,exp1,3746.17773,1780.73572,0.5,7.4
500 mA,exp1,3745.50684,1861.33167,0.5,7.4
500 mA,exp1,3744.83594,1846.91345,0.5,7.4
500 mA,exp1,3744.16504,1885.25977,0.5,7.4
500 mA,exp1,3743.49414,1902.49194,0.5,7.4
500 mA,exp1,3742.82324,1902.13806,0.5,7.4
500 mA,exp1,3742.15137,1838.50855,0.5,7.4
500 mA,exp1,3741.48047,1880.34253,0.5,7.4
500 mA,exp1,3740.80859,1869.45081,0.5,7.4
500 mA,exp1,3740.13672,1949.91028,0.5,7.4
500 mA,exp1,3739.46484,1784.45093,0.5,7.4
500 mA,exp1,3738.79297,1868.40833,0.5,7.4
500 mA,exp1,3738.12109,1969.8916,0.5,7.4
500 mA,exp1,3737.44922,1829.09595,0.5,7.4
500 mA,exp1,3736.77637,1993.73023,0.5,7.4
500 mA,exp1,3736.10352,1842.4541,0.5,7.4
500 mA,exp1,3735.43164,1947.37549,0.5,7.4
500 mA,exp1,3734.75879,1918.94885,0.5,7.4
500 mA,exp1,3734.08594,1922.1001,0.5,7.4
500 mA,exp1,3733.41309,1925.25012,0.5,7.4
500 mA,exp1,3732.73926,1914.37415,0.5,7.4
500 mA,exp1,3732.06641,2008.66821,0.5,7.4
500 mA,exp1,3731.39356,1871.60523,0.5,7.4
500 mA,exp1,3730.71973,1923.82141,0.5,7.4
500 mA,exp1,3730.0459,1916.4574,0.5,7.4
500 mA,exp1,3729.37207,1905.59326,0.5,7.4
500 mA,exp1,3728.69824,1845.70105,0.5,7.4
500 mA,exp1,3728.02441,1803.33936,0.5,7.4
500 mA,exp1,3727.35059,1869.52368,0.5,7.4
500 mA,exp1,3726.67578,1834.17383,0.5,7.4
500 mA,exp1,3726.00195,1896.82813,0.5,7.4
500 mA,exp1,3725.32715,1815.9989,0.5,7.4
500 mA,exp1,3724.65234,1903.12207,0.5,7.4
500 mA,exp1,3723.97852,1797.8374,0.5,7.4
500 mA,exp1,3723.30371,1888.42871,0.5,7.4
500 mA,exp1,3722.62793,1912.55408,0.5,7.4
500 mA,exp1,3721.95313,1866.75452,0.5,7.4
500 mA,exp1,3721.27832,1831.4574,0.5,7.4
500 mA,exp1,3720.60254,1914.98645,0.5,7.4
500 mA,exp1,3719.92676,1851.74255,0.5,7.4
500 mA,exp1,3719.25195,1956.19605,0.5,7.4
500 mA,exp1,3718.57617,1955.83411,0.5,7.4
500 mA,exp1,3717.90039,1889.12573,0.5,7.4
500 mA,exp1,3717.22363,1923.68897,0.5,7.4
500 mA,exp1,3716.54785,1944.27686,0.5,7.4
500 mA,exp1,3715.87207,1902.03748,0.5,7.4
500 mA,exp1,3715.19531,1954.02576,0.5,7.4
500 mA,exp1,3714.51856,1988.55127,0.5,7.4
500 mA,exp1,3713.8418,1834.70972,0.5,7.4
500 mA,exp1,3713.16602,1733.23608,0.5,7.4
500 mA,exp1,3712.48828,1903.76648,0.5,7.4
500 mA,exp1,3711.81152,1910.38684,0.5,7.4
500 mA,exp1,3711.13477,1882.15002,0.5,7.4
500 mA,exp1,3710.45703,1805.13623,0.5,7.4
500 mA,exp1,3709.78027,1902.35962,0.5,7.4
500 mA,exp1,3709.10254,1811.4364,0.5,7.4
500 mA,exp1,3708.42481,1838.96484,0.5,7.4
500 mA,exp1,3707.74707,1894.34106,0.5,7.4
500 mA,exp1,3707.06934,1942.73364,0.5,7.4
500 mA,exp1,3706.3916,1928.45105,0.5,7.4
500 mA,exp1,3705.71289,1935.05566,0.5,7.4
500 mA,exp1,3705.03516,1938.17798,0.5,7.4
500 mA,exp1,3704.35645,2038.71216,0.5,7.4
500 mA,exp1,3703.67871,1871.37317,0.5,7.4
500 mA,exp1,3703.0,1912.76074,0.5,7.4
500 mA,exp1,3702.32129,1947.17871,0.5,7.4
500 mA,exp1,3701.64258,1905.10193,0.5,7.4
500 mA,exp1,3700.96289,1929.08106,0.5,7.4
500 mA,exp1,3700.28418,2012.12952,0.5,7.4
500 mA,exp1,3699.60449,1841.50586,0.5,7.4
500 mA,exp1,3698.92578,1934.96143,0.5,7.4
500 mA,exp1,3698.24609,1945.02441,0.5,7.4
500 mA,exp1,3697.56641,2000.22754,0.5,7.4
500 mA,exp1,3696.88672,1982.49878,0.5,7.4
500 mA,exp1,3696.20703,1943.94849,0.5,7.4
500 mA,exp1,3695.52637,1950.53149,0.5,7.4
500 mA,exp1,3694.84668,1974.46228,0.5,7.4
500 mA,exp1,3694.16602,2005.323,0.5,7.4
500 mA,exp1,3693.48633,1942.51538,0.5,7.4
500 mA,exp1,3692.80566,1917.88037,0.5,7.4
500 mA,exp1,3692.125,1927.92944,0.5,7.4
500 mA,exp1,3691.44434,2010.77881,0.5,7.4
500 mA,exp1,3690.76367,2000.00964,0.5,7.4
500 mA,exp1,3690.08203,1992.70996,0.5,7.4
500 mA,exp1,3689.40137,1912.64905,0.5,7.4
500 mA,exp1,3688.71973,1901.90381,0.5,7.4
500 mA,exp1,3688.03906,2022.78186,0.5,7.4
500 mA,exp1,3687.35742,1925.44446,0.5,7.4
500 mA,exp1,3686.67578,2008.18726,0.5,7.4
500 mA,exp1,3685.99414,1942.04407,0.5,7.4
500 mA,exp1,3685.3125,1983.21973,0.5,7.4
500 mA,exp1,3684.62988,1955.17078,0.5,7.4
500 mA,exp1,3683.94824,1989.40918,0.5,7.4
500 mA,exp1,3683.26563,2065.14551,0.5,7.4
500 mA,exp1,3682.58301,1878.00256,0.5,7.4
500 mA,exp1,3681.90137,1919.15198,0.5,7.4
500 mA,exp1,3681.21875,1839.28088,0.5,7.4
500 mA,exp1,3680.53516,1966.83875,0.5,7.4
500 mA,exp1,3679.85254,1942.28455,0.5,7.4
500 mA,exp1,3679.16992,1986.84705,0.5,7.4
500 mA,exp1,3678.48633,1917.38648,0.5,7.4
500 mA,exp1,3677.80371,1934.3042,0.5,7.4
500 mA,exp1,3677.12012,2003.01782,0.5,7.4
500 mA,exp1,3676.43652,1950.85657,0.5,7.4
500 mA,exp1,3675.75293,1881.45349,0.5,7.4
500 mA,exp1,3675.06934,1957.04199,0.5,7.4
500 mA,exp1,3674.38477,1977.38757,0.5,7.4
500 mA,exp1,3673.70117,1977.0238,0.5,7.4
500 mA,exp1,3673.01758,1980.10974,0.5,7.4
500 mA,exp1,3672.33301,1979.74561,0.5,7.4
500 mA,exp1,3671.64844,1893.17139,0.5,7.4
500 mA,exp1,3670.96387,1910.06201,0.5,7.4
500 mA,exp1,3670.2793,1988.99475,0.5,7.4
500 mA,exp1,3669.59473,2019.64746,0.5,7.4
500 mA,exp1,3668.91016,1971.03406,0.5,7.4
500 mA,exp1,3668.22461,1994.78821,0.5,7.4
500 mA,exp1,3667.54004,1863.52673,0.5,7.4
500 mA,exp1,3666.85449,1777.08496,0.5,7.4
500 mA,exp1,3666.16895,1911.0481,0.5,7.4
500 mA,exp1,3665.4834,2003.64954,0.5,7.4
500 mA,exp1,3664.79785,1886.25098,0.5,7.4
500 mA,exp1,3664.11231,1889.3457,0.5,7.4
500 mA,exp1,3663.42578,1975.01831,0.5,7.4
500 mA,exp1,3662.74023,1837.04858,0.5,7.4
500 mA,exp1,3662.05371,1843.58997,0.5,7.4
500 mA,exp1,3661.36816,1826.05652,0.5,7.4
500 mA,exp1,3660.68164,1928.86902,0.5,7.4
500 mA,exp1,3659.99512,2007.58008,0.5,7.4
500 mA,exp1,3659.30859,1862.85693,0.5,7.4
500 mA,exp1,3658.62109,1896.8783,0.5,7.4
500 mA,exp1,3657.93457,1889.6582,0.5,7.4
500 mA,exp1,3657.24707,1889.31091,0.5,7.4
500 mA,exp1,3656.56055,1967.95667,0.5,7.4
500 mA,exp1,3655.87305,2039.70581,0.5,7.4
500 mA,exp1,3655.18555,1994.69922,0.5,7.4
500 mA,exp1,3654.49805,2004.63037,0.5,7.4
500 mA,exp1,3653.81055,2059.17334,0.5,7.4
500 mA,exp1,3653.12305,1928.40466,0.5,7.4
500 mA,exp1,3652.43457,2027.54041,0.5,7.4
500 mA,exp1,3651.74707,1907.1156,0.5,7.4
500 mA,exp1,3651.05859,1999.35986,0.5,7.4
500 mA,exp1,3650.37012,2033.28064,0.5,7.4
500 mA,exp1,3649.68164,1995.19714,0.5,7.4
500 mA,exp1,3648.99316,1946.84497,0.5,7.4
500 mA,exp1,3648.30469,1847.10669,0.5,7.4
500 mA,exp1,3647.61621,1908.44043,0.5,7.4
500 mA,exp1,3646.92676,1935.49512,0.5,7.4
500 mA,exp1,3646.23828,2020.76514,0.5,7.4
500 mA,exp1,3645.54883,2020.39392,0.5,7.4
500 mA,exp1,3644.85938,2054.26025,0.5,7.4
500 mA,exp1,3644.16992,2043.61353,0.5,7.4
500 mA,exp1,3643.48047,1930.29529,0.5,7.4
500 mA,exp1,3642.79102,1899.1438,0.5,7.4
500 mA,exp1,3642.10059,1926.16492,0.5,7.4
500 mA,exp1,3641.41113,2031.85034,0.5,7.4
500 mA,exp1,3640.7207,1980.17712,0.5,7.4
500 mA,exp1,3640.03125,1993.49085,0.5,7.4
500 mA,exp1,3639.34082,2023.89331,0.5,7.4
500 mA,exp1,3638.65039,1975.66797,0.5,7.4
500 mA,exp1,3637.95996,1944.54761,0.5,7.4
500 mA,exp1,3637.26856,2104.78272,0.5,7.4
500 mA,exp1,3636.57813,1964.33057,0.5,7.4
500 mA,exp1,3635.88672,2083.51563,0.5,7.4
500 mA,exp1,3635.19629,2025.07849,0.5,7.4
500 mA,exp1,3634.50488,1987.14868,0.5,7.4
500 mA,exp1,3633.81348,1966.30127,0.5,7.4
500 mA,exp1,3633.12207,2047.85425,0.5,7.4
500 mA,exp1,3632.43066,1965.57886,0.5,7.4
500 mA,exp1,3631.73828,2197.22266,0.5,7.4
500 mA,exp1,3631.04688,1947.80066,0.5,7.4
500 mA,exp1,3630.35449,1984.95923,0.5,7.4
500 mA,exp1,3629.66309,2066.43359,0.5,7.4
500 mA,exp1,3628.9707,2093.32861,0.5,7.4
500 mA,exp1,3628.27832,1977.0481,0.5,7.4
500 mA,exp1,3627.58594,1993.72522,0.5,7.4
500 mA,exp1,3626.89356,1979.72913,0.5,7.4
500 mA,exp1,3626.2002,1975.9585,0.5,7.4
500 mA,exp1,3625.50781,1924.50244,0.5,7.4
500 mA,exp1,3624.81445,2172.75586,0.5,7.4
500 mA,exp1,3624.12109,2019.13391,0.5,7.4
500 mA,exp1,3623.42871,2083.44507,0.5,7.4
500 mA,exp1,3622.73535,2086.46582,0.5,7.4
500 mA,exp1,3622.04102,2096.29175,0.5,7.4
500 mA,exp1,3621.34766,2010.84534,0.5,7.4
500 mA,exp1,3620.6543,2013.87769,0.5,7.4
500 mA,exp1,3619.95996,2095.13623,0.5,7.4
500 mA,exp1,3619.2666,2121.95581,0.5,7.4
500 mA,exp1,3618.57227,2053.5669,0.5,7.4
500 mA,exp1,3617.87793,2097.38086,0.5,7.4
500 mA,exp1,3617.18359,2103.79273,0.5,7.4
500 mA,exp1,3616.48926,2001.46387,0.5,7.4
500 mA,exp1,3615.79395,2055.45532,0.5,7.4
500 mA,exp1,3615.09961,2156.98218,0.5,7.4
500 mA,exp1,3614.4043,2085.26538,0.5,7.4
500 mA,exp1,3613.70996,2037.34412,0.5,7.4
500 mA,exp1,3613.01465,1962.28076,0.5,7.4
500 mA,exp1,3612.31934,2036.59522,0.5,7.4
500 mA,exp1,3611.62402,2063.37061,0.5,7.4
500 mA,exp1,3610.92773,1978.16431,0.5,7.4
500 mA,exp1,3610.23242,2082.96655,0.5,7.4
500 mA,exp1,3609.53711,1997.78796,0.5,7.4
500 mA,exp1,3608.84082,2038.11511,0.5,7.4
500 mA,exp1,3608.14453,2183.5354,0.5,7.4
500 mA,exp1,3607.44824,2050.92554,0.5,7.4
500 mA,exp1,3606.75195,2033.60181,0.5,7.4
500 mA,exp1,3606.05566,2016.2843,0.5,7.4
500 mA,exp1,3605.35938,2168.37769,0.5,7.4
500 mA,exp1,3604.66309,2086.67969,0.5,7.4
500 mA,exp1,3603.96582,2120.16431,0.5,7.4
500 mA,exp1,3603.26856,2062.20874,0.5,7.4
500 mA,exp1,3602.57227,1882.3927,0.5,7.4
500 mA,exp1,3601.875,1976.82581,0.5,7.4
500 mA,exp1,3601.17773,2088.14575,0.5,7.4
500 mA,exp1,3600.47949,2033.62207,0.5,7.4
500 mA,exp1,3599.78223,2097.5271,0.5,7.4
500 mA,exp1,3599.08496,2097.14111,0.5,7.4
500 mA,exp1,3598.38672,2103.51904,0.5,7.4
500 mA,exp1,3597.68848,1994.93237,0.5,7.4
500 mA,exp1,3596.99023,2102.74512,0.5,7.4
500 mA,exp1,3596.29199,1967.15833,0.5,7.4
500 mA,exp1,3595.59375,2135.76514,0.5,7.4
500 mA,exp1,3594.89551,2088.06958,0.5,7.4
500 mA,exp1,3594.19727,1993.09766,0.5,7.4
500 mA,exp1,3593.49805,2114.32105,0.5,7.4
500 mA,exp1,3592.79981,1955.21826,0.5,7.4
500 mA,exp1,3592.10059,2123.67163,0.5,7.4
500 mA,exp1,3591.40137,2224.55029,0.5,7.4
500 mA,exp1,3590.70215,2166.76538,0.5,7.4
500 mA,exp1,3590.00293,2156.24316,0.5,7.4
500 mA,exp1,3589.30273,2091.74439,0.5,7.4
500 mA,exp1,3588.60352,2108.2251,0.5,7.4
500 mA,exp1,3587.90332,2111.20947,0.5,7.4
500 mA,exp1,3587.2041,2147.91187,0.5,7.4
500 mA,exp1,3586.50391,2147.51636,0.5,7.4
500 mA,exp1,3585.80371,2174.08618,0.5,7.4
500 mA,exp1,3585.10352,2038.88367,0.5,7.4
500 mA,exp1,3584.40332,2045.24695,0.5,7.4
500 mA,exp1,3583.70215,2075.18945,0.5,7.4
500 mA,exp1,3583.00195,2111.85742,0.5,7.4
500 mA,exp1,3582.30078,2151.8794,0.5,7.4
500 mA,exp1,3581.59961,2077.40991,0.5,7.4
500 mA,exp1,3580.89844,2097.2251,0.5,7.4
500 mA,exp1,3580.19727,2073.27881,0.5,7.4
500 mA,exp1,3579.49609,2167.11914,0.5,7.4
500 mA,exp1,3578.79492,2102.79492,0.5,7.4
500 mA,exp1,3578.09375,2092.31592,0.5,7.4
500 mA,exp1,3577.3916,2189.46387,0.5,7.4
500 mA,exp1,3576.68945,2115.08301,0.5,7.4
500 mA,exp1,3575.98828,2185.29492,0.5,7.4
500 mA,exp1,3575.28613,2137.83276,0.5,7.4
500 mA,exp1,3574.58398,2208.0144,0.5,7.4
500 mA,exp1,3573.88086,2200.88721,0.5,7.4
500 mA,exp1,3573.17871,2166.88623,0.5,7.4
500 mA,exp1,3572.47559,2233.66455,0.5,7.4
500 mA,exp1,3571.77344,2219.81934,0.5,7.4
500 mA,exp1,3571.07031,2085.10376,0.5,7.4
500 mA,exp1,3570.36719,2125.00366,0.5,7.4
500 mA,exp1,3569.66406,2161.53223,0.5,7.4
500 mA,exp1,3568.96094,2157.77759,0.5,7.4
500 mA,exp1,3568.25781,2143.95898,0.5,7.4
500 mA,exp1,3567.55371,2110.01782,0.5,7.4
500 mA,exp1,3566.85059,2082.79688,0.5,7.4
500 mA,exp1,3566.14648,2139.41895,0.5,7.4
500 mA,exp1,3565.44238,2105.49707,0.5,7.4
500 mA,exp1,3564.73828,2188.91065,0.5,7.4
500 mA,exp1,3564.03418,2185.15503,0.5,7.4
500 mA,exp1,3563.33008,2127.78735,0.5,7.4
500 mA,exp1,3562.62598,2184.34839,0.5,7.4
500 mA,exp1,3561.9209,2214.09155,0.5,7.4
500 mA,exp1,3561.2168,2233.77661,0.5,7.4
500 mA,exp1,3560.51172,2109.47437,0.5,7.4
500 mA,exp1,3559.80664,2155.95337,0.5,7.4
500 mA,exp1,3559.10156,2168.9436,0.5,7.4
500 mA,exp1,3558.39648,2198.66162,0.5,7.4
500 mA,exp1,3557.69141,2245.09815,0.5,7.4
500 mA,exp1,3556.98535,2100.83618,0.5,7.4
500 mA,exp1,3556.28027,2103.79273,0.5,7.4
500 mA,exp1,3555.57422,2183.66113,0.5,7.4
500 mA,exp1,3554.86816,2183.25757,0.5,7.4
500 mA,exp1,3554.16211,2189.53955,0.5,7.4
500 mA,exp1,3553.45606,2152.37085,0.5,7.4
500 mA,exp1,3552.75,2155.31445,0.5,7.4
500 mA,exp1,3552.04395,2141.55225,0.5,7.4
500 mA,exp1,3551.33691,2191.26123,0.5,7.4
500 mA,exp1,3550.63086,2214.23413,0.5,7.4
500 mA,exp1,3549.92383,2177.09448,0.5,7.4
500 mA,exp1,3549.2168,2286.86206,0.5,7.4
500 mA,exp1,3548.50977,2316.47974,0.5,7.4
500 mA,exp1,3547.80273,2122.49072,0.5,7.4
500 mA,exp1,3547.0957,2312.28613,0.5,7.4
500 mA,exp1,3546.3877,2151.72949,0.5,7.4
500 mA,exp1,3545.68066,2111.30664,0.5,7.4
500 mA,exp1,3544.97266,2314.33765,0.5,7.4
500 mA,exp1,3544.26465,2087.18604,0.5,7.4
500 mA,exp1,3543.55664,2246.81006,0.5,7.4
500 mA,exp1,3542.84863,2189.73438,0.5,7.4
500 mA,exp1,3542.14063,2162.67041,0.5,7.4
500 mA,exp1,3541.43262,2258.88916,0.5,7.4
500 mA,exp1,3540.72363,2301.7749,0.5,7.4
500 mA,exp1,3540.01563,2318.00098,0.5,7.4
500 mA,exp1,3539.30664,2254.30444,0.5,7.4
500 mA,exp1,3538.59766,2154.01001,0.5,7.4
500 mA,exp1,3537.88867,2043.76685,0.5,7.4
500 mA,exp1,3537.17969,2263.03589,0.5,7.4
500 mA,exp1,3536.46973,2289.2356,0.5,7.4
500 mA,exp1,3535.76074,2325.40576,0.5,7.4
500 mA,exp1,3535.05078,2354.90991,0.5,7.4
500 mA,exp1,3534.3418,2125.01196,0.5,7.4
500 mA,exp1,3533.63184,2044.82031,0.5,7.4
500 mA,exp1,3532.92188,2077.68408,0.5,7.4
500 mA,exp1,3532.21191,2180.33276,0.5,7.4
500 mA,exp1,3531.50195,2296.2356,0.5,7.4
500 mA,exp1,3530.79102,2269.23023,0.5,7.4
500 mA,exp1,3530.08106,2311.99316,0.5,7.4
500 mA,exp1,3529.37012,2334.81274,0.5,7.4
500 mA,exp1,3528.65918,2181.63208,0.5,7.4
500 mA,exp1,3527.94824,2317.34644,0.5,7.4
500 mA,exp1,3527.23731,2346.79077,0.5,7.4
500 mA,exp1,3526.52637,2296.57398,0.5,7.4
500 mA,exp1,3525.81543,2312.73828,0.5,7.4
500 mA,exp1,3525.10449,2275.81641,0.5,7.4
500 mA,exp1,3524.39258,2199.10498,0.5,7.4
500 mA,exp1,3523.68066,2198.69678,0.5,7.4
500 mA,exp1,3522.96875,2231.44507,0.5,7.4
500 mA,exp1,3522.25684,2370.26294,0.5,7.4
500 mA,exp1,3521.54492,2267.0752,0.5,7.4
